Lat,Long,h_tx_asl,h_rx_asl,delta_h_tx_rx,d_2d,d_3d,freq,avg_building_heigth,avg_vegetation_heigth,avg_ground_heigth,building_depth_2d,building_depth_3d,n_building,vegetation_depth_2d,vegetation_depth_3d,n_vegetation,avg_diffracted_comp,std_building,std_vegetation,std_ground,pl
-22.97917866,-43.22889629,53,14.63637066,38.36362934,309.8703783,312.23618,3500,9.1726,8.6694,12.892,0,0,0,0,0,0,33.818,8.7517,12.228,1.4838,92.219925
-22.97915978,-43.22884335,53,14.75652409,38.24347591,315.5152501,317.82452,3500,9.3687,8.3956,12.833,1,1.00734,1,6,6.04406,1,28.252,8.6406,12.019,1.495,97.496925
-22.9791409,-43.2287904,53,14.78512478,38.21487522,321.1661001,323.43167,3500,9.1436,7.9526,12.767,0,0,0,1,1.00706,1,33.893,8.5901,11.705,1.5031,99.272926
-22.97912202,-43.22873745,53,14.84424305,38.15575695,326.8226182,329.04236,3500,9.8433,6.7599,12.709,0,0,0,0,0,0,33.922,8.3462,11.514,1.511,92.285927
-22.97910045,-43.22867695,53,14.96439648,38.03560352,333.2937807,335.45709,3500,9.491,6.7545,12.641,0,0,0,0,0,0,33.982,8.2438,11.497,1.5181,94.637924
-22.97908157,-43.228624,53,15.0845499,37.9154501,338.9614952,341.07547,3500,9.0376,7.3532,12.591,0,0,0,0,0,0,34.042,8.2446,11.705,1.5242,99.151924
-22.97905999,-43.22856349,53,15.20470333,37.79529667,345.4447731,347.50623,3500,9.0036,7.0137,12.529,0,0,0,0,0,0,34.102,8.1446,11.486,1.5336,91.967926
-22.97903429,-43.22851165,53,15.06449986,37.93550014,351.1293232,353.17264,3500,8.7372,7.1953,12.459,0,0,0,0,0,0,34.032,8.1257,11.417,1.5502,98.093925
-22.97896353,-43.22845673,53,14.27959633,38.72040367,357.9842128,360.07217,3500,7.8275,7.6899,12.249,0,0,0,0,0,0,33.64,8.0003,11.421,1.6383,92.657928
-22.97896739,-43.22840087,53,14.64411736,38.35588264,363.5403561,365.55817,3500,7.8043,7.4876,12.268,0,0,0,0,0,0,33.822,7.9934,11.227,1.6108,94.490929
-22.97893687,-43.22835034,53,13.91948509,39.08051491,369.2284365,371.29089,3500,7.8696,7.4115,12.175,0,0,0,0,0,0,33.46,7.8807,11.252,1.6499,93.203926
-22.97892413,-43.22829661,53,13.3950367,39.6049633,374.8941727,376.98035,3500,7.936,7.2533,12.131,0,0,0,0,0,0,33.198,7.882,11.259,1.6638,95.962929
-22.97891256,-43.22824482,53,13.07904434,39.92095566,380.3410772,382.43042,3500,8.2428,6.9974,12.089,0,0,0,0,0,0,33.04,7.8888,11.258,1.682,94.423927
-22.97890098,-43.22819303,53,12.75477982,40.24522018,385.7882311,387.88171,3500,8.0926,7.0117,12.04,0,0,0,0,0,0,32.877,7.8997,11.256,1.7072,95.826927
-22.97888652,-43.22812829,53,12.5,40.5,392.5975086,394.68094,3500,8.1584,6.8499,11.977,0,0,0,0,0,0,32.75,7.8013,11.245,1.7454,93.714928
-22.97887495,-43.2280765,53,12.5,40.5,398.0451867,400.10025,3500,8.0645,6.7857,11.926,0,0,0,0,0,0,32.75,7.7489,11.272,1.7752,99.826927
-22.97886338,-43.22802471,53,12.5,40.5,403.4930825,405.52057,3500,8.1132,6.7494,11.877,0,0,0,0,0,0,32.75,7.688,11.256,1.8019,94.109924
-22.97884891,-43.22795998,53,12.49355888,40.50644112,410.3032451,412.29788,3500,8.0852,6.7086,11.821,0,0,0,0,0,0,32.747,7.6444,11.208,1.8302,100.16193
-22.97883734,-43.22790819,53,12.39855099,40.60144901,415.7515997,417.72943,3500,8.1797,6.5192,11.775,0,0,0,0,0,0,32.699,7.6045,11.151,1.8522,93.215927
-22.97882577,-43.2278564,53,12.29549122,40.70450878,421.2001453,423.16241,3500,8.0758,6.5367,11.729,0,0,0,0,0,0,32.648,7.5545,11.152,1.8751,90.828926
-22.9788142,-43.22780461,53,12.19404221,40.80595779,426.6488747,428.59583,3500,8.0872,6.3671,11.684,0,0,0,0,0,0,32.597,7.4253,11.065,1.8967,92.587929
-22.97880263,-43.22775282,53,12.08293056,40.91706944,432.097781,434.03076,3500,8.0693,6.3903,11.639,0,0,0,0,0,0,32.541,7.43,11.105,1.9185,91.802925
-22.97879105,-43.22770103,53,11.9798708,41.0201292,437.5468575,439.46548,3500,8.1684,6.2414,11.594,0,0,0,0,0,0,32.49,7.3788,11.008,1.9404,92.104927
-22.97878237,-43.22766218,53,11.90096664,41.09903336,441.6337729,443.54202,3500,8.1544,6.1493,11.561,0,0,0,0,0,0,32.45,7.3715,10.962,1.9572,96.431931
-22.9787708,-43.22761039,53,11.79790688,41.20209312,447.0831325,448.97766,3500,8.2411,6.0396,11.514,0,0,0,0,0,0,32.399,7.3188,10.954,1.9795,92.826927
-22.97875923,-43.2275586,53,11.70289898,41.29710102,452.5326458,454.41309,3500,8.1611,6.0028,11.471,0,0,0,0,0,0,32.351,7.287,10.906,2.0021,93.284927
-22.97875055,-43.22751976,53,11.62399387,41.37600613,456.6198784,458.49066,3500,8.1904,5.959,11.437,0,0,0,0,0,0,32.312,7.2466,10.882,2.0189,93.047928
-22.97873898,-43.22746797,53,11.52105236,41.47894764,462.0696479,463.92764,3500,8.2316,5.8089,11.392,0,0,0,0,0,0,32.261,7.1628,10.819,2.0415,91.617928
-22.9787303,-43.22742913,53,11.5,41.5,466.1570666,468.0007,3500,8.1734,5.7505,11.359,0,0,0,0,0,0,32.25,7.14,10.801,2.0576,92.870926
-22.97872162,-43.22739029,53,11.5,41.5,470.2445617,472.07224,3500,8.1996,5.6513,11.327,0,0,0,0,0,0,32.25,7.094,10.77,2.0732,90.318924
-22.97871005,-43.2273385,53,11.5,41.5,475.6946704,477.5015,3500,8.25,5.5678,11.284,0,0,0,0,0,0,32.25,7.0152,10.718,2.0943,92.540924
-22.97870137,-43.22729965,53,11.5,41.5,479.7823361,481.57382,3500,8.2219,5.5333,11.254,0,0,0,0,0,0,32.25,7.0073,10.699,2.1069,91.686928
-22.97869559,-43.22727376,53,11.5,41.5,482.5074855,484.28888,3500,8.2391,5.4669,11.233,0,0,0,0,0,0,32.25,6.9724,10.671,2.1157,94.383926
-22.9786898,-43.22724786,53,11.5,41.5,485.2326655,487.00409,3500,8.2999,5.3467,11.213,0,0,0,0,0,0,32.25,6.9503,10.599,2.1236,92.216927
-22.97868402,-43.22722197,53,11.5,41.5,487.9578756,489.71945,3500,8.312,5.3842,11.192,0,0,0,0,0,0,32.25,6.8719,10.623,2.1315,92.971924
-22.97867823,-43.22719607,53,11.5,41.5,490.6831153,492.43494,3500,8.3386,5.3391,11.173,0,0,0,0,0,0,32.25,6.8411,10.611,2.1382,93.171928
-22.97867534,-43.22718313,53,11.5,41.5,492.0457461,493.79272,3500,8.4843,5.2302,11.162,0,0,0,0,0,0,32.25,6.8205,10.571,2.1424,90.860924
-22.97867244,-43.22717018,53,11.5,41.5,493.4083841,495.15057,3500,8.3203,5.3411,11.153,0,0,0,0,0,0,32.25,6.8284,10.632,2.1447,90.415924
-22.97866955,-43.22715723,53,11.5,41.5,494.7710293,496.50842,3500,8.3641,5.2889,11.145,0,0,0,0,0,0,32.25,6.8033,10.594,2.1495,91.776924
-22.97866666,-43.22714428,53,11.5,41.5,496.1336815,497.86633,3500,8.4864,5.1886,11.133,0,0,0,0,0,0,32.25,6.7922,10.54,2.1525,90.786926
-22.97866376,-43.22713134,53,11.5,41.5,497.4963408,499.22424,3500,8.3835,5.1837,11.125,0,0,0,0,0,0,32.25,6.7709,10.578,2.1563,93.678925
-22.97866087,-43.22711839,53,11.5,41.5,498.8590071,500.58221,3500,8.3963,5.1814,11.116,0,0,0,0,0,0,32.25,6.7843,10.546,2.1607,89.667931
-22.97865509,-43.22709249,53,11.5,41.5,501.5843604,503.29825,3500,8.4193,5.1295,11.098,0,0,0,0,0,0,32.25,6.7534,10.534,2.1663,96.282928
-22.9786493,-43.2270666,53,11.5,41.5,504.3097409,506.0144,3500,8.4792,5.0847,11.079,0,0,0,0,0,0,32.25,6.7355,10.484,2.173,89.36393
-22.97864093,-43.22704191,53,11.5,41.5,506.9702715,508.66602,3500,8.4517,5.0321,11.058,0,0,0,0,0,0,32.25,6.6121,10.501,2.1804,89.926926
-22.97862897,-43.22700664,53,11.5,41.5,510.7716317,512.45477,3500,8.4335,5.1106,11.028,0,0,0,0,0,0,32.25,6.4436,10.586,2.1888,91.467926
-22.97861701,-43.22697136,53,11.3125,41.6875,514.5736859,516.25958,3500,8.3752,5.134,10.996,0,0,0,0,0,0,32.156,6.3505,10.584,2.1975,86.762924
-22.97860385,-43.22693256,53,11,42,518.7567291,520.45416,3500,8.4764,4.999,10.962,0,0,0,0,0,0,32,6.3097,10.538,2.2096,89.228928
-22.9785895,-43.22689024,53,10.6875,42.3125,523.3209627,525.02875,3500,8.6073,4.8092,10.924,0,0,0,0,0,0,31.844,6.3756,10.445,2.2262,88.893929
-22.97857515,-43.22684791,53,10.375,42.625,527.8861257,529.60425,3500,8.4858,4.8741,10.882,0,0,0,0,0,0,31.688,6.2956,10.489,2.2454,89.240929
-22.9785596,-43.22680205,53,10.06835842,42.93164158,532.8327401,534.55951,3500,8.4667,4.8302,10.838,0,0,0,0,0,0,31.534,6.2484,10.452,2.2712,90.216927
-22.97854406,-43.2267562,53,9.923119545,43.07688046,537.7803879,539.50287,3500,8.5028,4.7556,10.792,0,0,0,0,0,0,31.462,6.2519,10.41,2.2971,91.260925
-22.97852896,-43.22670858,53,9.76157856,43.23842144,542.8961399,544.61523,3500,8.5672,4.7164,10.747,0,0,0,0,0,0,31.381,6.267,10.373,2.3244,94.457924
-22.97851896,-43.22666319,53,9.533346176,43.46665382,547.6712753,549.39349,3500,8.5506,4.7158,10.706,0,0,0,0,0,0,31.267,6.2863,10.366,2.3519,94.149925
-22.97850812,-43.22661403,53,9.371804237,43.62819576,552.8443761,554.56317,3500,8.4946,4.6288,10.661,0,0,0,0,0,0,31.186,6.3035,10.292,2.3845,91.228928
-22.97849859,-43.22656292,53,9.143571854,43.85642815,558.1825714,559.90283,3500,8.4843,4.5877,10.615,0,0,0,0,0,0,31.072,6.2635,10.26,2.4216,96.47493
-22.97849028,-43.22651166,53,8.893108368,44.10689163,563.5082143,565.23175,3500,8.3821,4.5851,10.566,0,0,0,0,0,0,30.947,6.2587,10.253,2.4634,98.493927
-22.97848197,-43.2264604,53,8.888570786,44.11142921,568.8339106,570.54169,3500,8.4082,4.5018,10.517,0,0,0,0,0,0,30.944,6.1826,10.183,2.5036,91.381927
-22.97847322,-43.22640644,53,9.100885391,43.89911461,574.4399627,576.11493,3500,8.3352,4.4878,10.469,0,0,0,0,0,0,31.05,6.1556,10.161,2.5424,91.942924
-22.97846447,-43.22635248,53,9.324655533,43.67534447,580.0460705,581.68805,3500,8.3038,4.4475,10.424,0,0,0,0,0,0,31.162,6.0552,10.124,2.574,92.703926
-22.9784581,-43.22630048,53,9.473574638,43.52642536,585.40191,587.01782,3500,8.308,4.4023,10.383,0,0,0,0,0,0,31.237,6.0455,10.082,2.6028,105.42193
-22.97845371,-43.22624575,53,9.685889244,43.31411076,590.9866297,592.57178,3500,8.327,4.3579,10.343,0,0,0,0,0,0,31.343,5.9877,10.033,2.6308,96.718925
-22.9784492,-43.22618946,53,9.846263885,43.15373611,596.7316766,598.29004,3500,8.2818,4.3111,10.304,0,0,0,0,0,0,31.423,6.0027,9.9868,2.6554,105.03393
-22.97845758,-43.2261253,53,9.966154099,43.0338459,602.9819767,604.51569,3500,8.1745,4.3387,10.268,0,0,0,0,0,0,31.483,5.9512,9.9287,2.6967,103.52792
-22.97843791,-43.22607625,53,10.23040867,42.76959133,608.3379756,609.8396,3500,8.3243,4.1404,10.234,0,0,0,0,0,0,31.615,6.0333,9.8338,2.6926,93.538925
-22.97843233,-43.22601638,53,10.46563339,42.53436661,614.4673004,615.93768,3500,8.2301,4.1691,10.201,0,0,0,0,0,0,31.733,5.9727,9.7921,2.7079,95.997925
-22.97842675,-43.22595652,53,10.5,42.5,620.5972306,622.05078,3500,8.1111,4.2403,10.17,0,0,0,0,0,0,31.75,5.9025,9.8282,2.7205,100.60493
-22.97842159,-43.22590126,53,10.5,42.5,626.2561496,627.69659,3500,8.1679,4.1579,10.141,0,0,0,0,0,0,31.75,5.9529,9.7216,2.732,101.69593
-22.97841601,-43.22584139,53,10.5,42.5,632.3871945,633.81372,3500,8.1295,4.1236,10.112,0,0,0,0,0,0,31.75,5.9537,9.6844,2.7422,102.40693
-22.97841043,-43.22578153,53,10.5,42.5,638.5187948,639.93164,3500,8.1674,4.0262,10.084,0,0,0,0,0,0,31.75,6.02,9.5801,2.7532,101.48592
-22.97840442,-43.22571706,53,10.5,42.5,645.1226596,646.52106,3500,8.106,4.0108,10.053,0,0,0,0,0,0,31.75,6.1344,9.4777,2.7623,104.59492
-22.97839856,-43.22566038,53,10.5,42.5,650.9411191,652.32709,3500,7.8329,4.1851,10.028,0,0,0,0,0,0,31.75,6.1943,9.5045,2.7709,103.23293
-22.97838721,-43.22560016,53,10.5,42.5,657.2339424,658.60663,3500,7.8894,4.0916,9.9987,0,0,0,0,0,0,31.75,6.1871,9.4251,2.7715,101.51893
-22.97837586,-43.22553993,53,10.5,42.5,663.5267695,664.88647,3500,7.7278,4.1333,9.9704,0,0,0,0,0,0,31.75,6.1895,9.4509,2.7737,106.73492
-22.9783645,-43.22547971,53,10.42753601,42.57246399,669.8196003,671.17114,3500,7.7194,4.0522,9.9434,0,0,0,0,0,0,31.714,6.1727,9.3933,2.7757,99.454926
-22.97835429,-43.22542551,53,10.31884003,42.68115997,675.483151,676.8302,3500,7.645,4.0074,9.9176,0,0,0,0,0,0,31.659,6.165,9.3618,2.7767,105.94793
-22.97834293,-43.22536529,53,10.22463799,42.77536201,681.7759884,683.11658,3500,7.6272,3.934,9.8874,0,0,0,0,0,0,31.612,6.1736,9.3063,2.7812,108.53393
-22.97833158,-43.22530507,53,10.10144997,42.89855003,688.0688293,689.40485,3500,7.6187,3.869,9.8576,0,0,0,0,0,0,31.551,6.2111,9.245,2.784,105.08392
-22.97832136,-43.22525087,53,10.00649357,42.99350643,693.7323889,695.06335,3500,7.5753,3.8682,9.8311,0,0,0,0,0,0,31.503,6.1793,9.2595,2.7887,105.36393
-22.97831114,-43.22519667,53,9.894805908,43.10519409,699.3959512,700.72302,3500,7.5632,3.7546,9.8026,0,0,0,0,0,0,31.447,6.1931,9.1701,2.7937,103.71693
-22.97830206,-43.22514849,53,9.814285278,43.18571472,704.4302309,705.75275,3500,7.5032,3.728,9.7778,0,0,0,0,0,0,31.407,6.2342,9.1428,2.7989,105.15292
-22.97829184,-43.22509429,53,9.710390091,43.28960991,710.093798,711.41211,3500,7.5113,3.6944,9.7495,0,0,0,0,0,0,31.355,6.2041,9.1068,2.8045,104.30293
-22.9782819,-43.22504163,53,9.590909004,43.409091,715.5969598,716.91235,3500,7.3132,3.7259,9.7228,0,0,0,0,0,0,31.295,6.1818,9.1437,2.811,102.27293
-22.97827212,-43.22498984,53,9.5,43.5,721.009123,722.32013,3500,7.3355,3.6288,9.6941,0,0,0,0,0,0,31.25,6.2613,9.0487,2.8188,107.82693
-22.97826267,-43.22493983,53,9.5,43.5,726.2346621,727.53632,3500,7.295,3.6107,9.6676,0,0,0,0,0,0,31.25,6.2262,9.0416,2.8247,104.68293
-22.97828677,-43.22486217,53,9.5,43.5,733.5251672,734.8139,3500,7.4676,4.282,9.646,0,0,0,8,8.01408,1,31.25,6.1497,9.2317,2.871,105.90393
-22.9782777,-43.22487079,53,9.5,43.5,732.850153,734.14008,3500,7.6661,4.0044,9.6449,0,0,0,4,4.00706,2,31.25,5.9945,9.1851,2.8607,105.64393
-22.97823385,-43.22479055,53,9.5,43.5,741.8483812,743.12262,3500,7.1442,3.5199,9.5917,0,0,0,0,0,0,31.25,6.2351,8.9873,2.843,102.04593
-22.97822445,-43.22474227,53,9.5,43.5,746.8996747,748.16534,3500,7.1429,3.4772,9.5666,0,0,0,0,0,0,31.25,6.2143,8.9615,2.8484,100.74693
-22.97824692,-43.22467478,53,9.5,43.5,753.2006415,754.45575,3500,7.4818,4.0381,9.5474,0,0,0,6,6.01,1,31.25,6.0148,9.1256,2.8861,98.678925
-22.97823734,-43.22467787,53,9.5,43.5,753.0925608,754.34784,3500,7.6097,3.757,9.544,0,0,0,2,2.00333,1,31.25,5.8978,8.9742,2.877,99.493927
-22.9781909,-43.2245956,53,9.5,43.5,762.3535058,763.59357,3500,7.3925,3.4191,9.4928,0,0,0,0,0,0,31.25,5.8641,8.9392,2.8578,101.74293
-22.97817834,-43.22454537,53,9.5,43.5,767.6694968,768.90094,3500,7.5729,3.4072,9.4682,0,0,0,0,0,0,31.25,5.6764,8.9289,2.8594,105.46793
-22.97824735,-43.22449261,53,9.5,43.5,771.5110315,772.73639,3500,7.1593,4.5826,9.4786,0,0,0,20,20.0318,3,31.25,6.1076,9.2334,2.9302,99.716927
-22.97819564,-43.22442581,53,9.5,43.5,779.3075631,780.52063,3500,7.5728,3.7426,9.4264,0,0,0,2,2.00312,1,31.25,5.8408,8.9584,2.9027,99.902924
-22.97818448,-43.22442843,53,9.5,43.5,779.2820118,780.49518,3500,7.4939,3.5929,9.4227,0,0,0,0,0,0,31.25,5.7947,8.8126,2.8925,100.77792
-22.97821354,-43.22433228,53,9.5,43.5,788.3369439,789.53619,3500,7.1524,4.3349,9.4023,0,0,0,13,13.0198,2,31.25,6.0627,9.145,2.9367,98.567924
-22.97820276,-43.22428121,53,9.5,43.5,793.6969716,794.88812,3500,7.1609,4.2393,9.3781,0,0,0,11,11.0165,2,31.25,6.0438,9.0719,2.9392,95.379929
-22.97819199,-43.22423013,53,9.5,43.5,799.0570524,800.24023,3500,7.2281,4.1409,9.3543,0,0,0,11,11.0163,2,31.25,6.0127,9.0377,2.9404,96.106926
-22.97818301,-43.22418757,53,9.5,43.5,803.5238264,804.70044,3500,7.0793,4.1474,9.3348,0,0,0,8,8.01173,3,31.25,5.9917,8.9976,2.9415,96.634926
-22.97817223,-43.2241365,53,9.5,43.5,808.8840021,810.0528,3500,7.1171,4.0538,9.3127,0,0,0,5,5.00724,1,31.25,5.9537,8.9499,2.943,101.44292
-22.97815966,-43.22407692,53,9.5,43.5,815.137604,816.29749,3500,7.1167,3.9877,9.286,0,0,0,1,1.00142,1,31.25,5.9428,8.9028,2.9437,102.01292
-22.97814889,-43.22402584,53,9.399999619,43.60000038,820.4978875,821.65552,3500,7.0591,4.01,9.2639,0,0,0,0,0,0,31.2,5.9613,8.9174,2.9451,102.32293
-22.97813631,-43.22396626,53,9,44,826.7516125,827.92163,3500,7.0166,3.9961,9.2354,0,0,0,0,0,0,31,5.9497,8.8761,2.9494,104.47393
-22.97812554,-43.22391518,53,8.699999809,44.30000019,832.1119993,833.29041,3500,7.1038,3.9352,9.2098,0,0,0,0,0,0,30.85,5.9226,8.8535,2.955,105.88692
-22.97811476,-43.22386411,53,8.324999809,44.67500019,837.4724324,838.66321,3500,7.0701,4.0167,9.1816,0,0,0,1,1.00142,1,30.663,5.9132,8.8731,2.9637,101.60992
-22.97810399,-43.22381304,53,8.038397789,44.96160221,842.8329108,844.03131,3500,7.03,4.062,9.1521,0,0,0,1,1.00142,1,30.519,5.9054,8.8799,2.9747,100.93993
-22.97809321,-43.22376197,53,7.899669647,45.10033035,848.1934338,849.3916,3500,7.0692,4.0445,9.1222,0,0,0,19,19.0269,1,30.45,5.8812,8.8701,2.9865,102.01493
-22.97808244,-43.22371089,53,7.760941505,45.23905849,853.5540004,854.75201,3500,7.0615,4.0094,9.0919,0,0,0,18,18.0253,1,30.38,5.8646,8.8187,3.0003,100.81293
-22.97807166,-43.22365982,53,7.604252815,45.39574718,858.9146099,860.1134,3500,7.0416,3.9537,9.0602,1,1.0014,1,17,17.0238,1,24.535,5.8644,8.7837,3.0144,99.496925
-22.97806268,-43.22361726,53,7.501445293,45.49855471,863.3818167,864.57983,3500,7.0509,3.8822,9.0342,1,1.00139,1,18,18.025,1,24.5,5.8547,8.7636,3.0268,102.02293
-22.9780302,-43.22357999,53,7.552229404,45.4477706,867.8160831,869.00531,3500,7.1774,3.5435,9.009,2,2.00275,1,15,15.0206,1,24.851,5.6245,8.5773,3.012,103.60493
-22.97804124,-43.22351972,53,7.564282894,45.43571711,873.6378012,874.81854,3500,7.0549,3.7975,8.9741,1,1.00135,1,18,18.0244,1,24.521,5.7831,8.7021,3.055,103.52993
-22.97803189,-43.22347849,53,7.813178062,45.18682194,877.9794281,879.14148,3500,7.0971,3.7155,8.9505,1,1.00133,1,17,17.0226,1,24.604,5.7441,8.6753,3.0632,103.16492
-22.97802255,-43.22343726,53,8.062072754,44.93792725,882.3211099,883.46472,3500,7.077,3.7452,8.9288,1,1.0013,1,17,17.0221,1,24.854,5.7501,8.6917,3.0688,98.976929
-22.97801009,-43.22338228,53,8.398352623,44.60164738,888.1101032,889.22937,3500,7.1204,3.7177,8.9022,2,2.00252,1,14,14.0176,1,24.966,5.6741,8.653,3.074,100.03293
-22.97800074,-43.22334104,53,8.647247314,44.35275269,892.4519102,893.55334,3500,7.0873,3.7612,8.8834,2,2.00247,1,27,27.0334,2,25.049,5.7135,8.6447,3.0757,100.81693
-22.97798828,-43.22328607,53,8.948574066,44.05142593,898.2410676,899.32062,3500,7.0692,3.6502,8.8611,3,3.00361,2,23,23.0277,2,24.983,5.6117,8.5517,3.0753,97.624924
-22.97797582,-43.22323109,53,9.267375946,43.73262405,904.0303162,905.08752,3500,7.0365,3.5757,8.8407,3,3.00351,2,21,21.0246,2,25.089,5.6346,8.4767,3.0727,95.798927
-22.97796336,-43.22317611,53,9.5,43.5,909.8196544,910.85895,3500,6.9896,3.6736,8.8241,2,2.00229,2,21,21.024,2,25.167,5.6388,8.5002,3.0682,103.17693
-22.9779509,-43.22312113,53,9.5,43.5,915.6090805,916.64185,3500,6.9209,3.699,8.8066,2,2.00226,2,21,21.0237,2,25.167,5.6384,8.4943,3.0631,101.55392
-22.97793844,-43.22306616,53,9.5,43.5,921.3985929,922.42487,3500,6.9176,3.6695,8.7904,2,2.00223,2,34,34.0379,3,25.167,5.5754,8.4638,3.0577,99.746925
-22.97792598,-43.22301118,53,9.5,43.5,927.1881898,928.20807,3500,6.9327,3.5946,8.7731,1,1.0011,1,33,33.0363,3,25.167,5.6129,8.4021,3.0526,99.148926
-22.97791352,-43.2229562,53,9.5,43.5,932.9778698,933.99139,3500,6.8585,3.549,8.7579,1,1.00109,1,27,27.0294,4,25.167,5.6188,8.3748,3.0485,104.30392
-22.97790106,-43.22290122,53,9.5,43.5,938.7676314,939.77496,3500,6.7652,3.5208,8.7414,0,0,0,19,19.0204,5,31.25,5.617,8.3575,3.0426,100.55293
