pl_target,pl_pred_ann,pl_pred_svr,pl_pred_rf,pl_pred_gtb
147.44246,135.0520571,125.461305,120.8860975,123.9475122
119.74146,135.4167923,125.237813,120.8860975,123.8424544
127.22746,135.5007182,125.1388999,120.8860975,123.8424544
123.44147,134.8779847,125.1681812,120.8860975,123.8424544
120.49947,134.5818283,125.0667888,120.8860975,123.6724726
126.61946,134.8658789,125.018854,120.8860975,123.6724726
115.99046,135.9014727,124.8406267,120.8860975,123.6724726
126.32946,131.6624567,124.2171127,120.8860975,122.2156454
117.96146,132.9195821,124.1584985,120.8860975,122.2156454
117.75846,133.1529044,124.1303048,120.8860975,122.2156454
119.37247,133.2568176,124.0668085,118.0119464,121.3388271
116.35146,133.9956562,124.1854484,120.8860975,122.9483825
113.86147,132.8203243,123.8668663,120.7031165,121.8138886
114.32946,133.6762011,123.8762096,120.7031165,121.8138886
124.48946,133.6686618,123.7660107,117.8289654,120.9370702
125.44946,135.877363,123.8829805,117.8289654,120.9370702
116.86746,137.6680003,124.2646325,120.8860975,122.6454435
115.22147,136.2665366,123.9431365,120.7031165,121.5109495
124.67046,136.5328888,123.9366134,120.7031165,121.5109495
134.10747,136.7565071,123.9337423,120.7031165,121.5109495
118.47247,135.5838392,123.4360061,117.8289654,120.6341312
125.76147,134.6048035,123.2549731,116.6799291,119.2020828
124.84146,134.8961431,123.2560345,116.6799291,119.2020828
126.05647,135.3066663,123.2133502,116.6799291,119.2020828
119.77946,135.101216,123.1838405,116.6799291,119.2020828
113.58846,135.5816978,123.213926,116.6799291,119.2020828
112.55547,135.8717377,123.1392381,116.6799291,119.2020828
118.22247,135.6555724,122.9352605,116.4814653,119.2020828
115.88647,140.464562,125.2361408,118.5949174,123.4156597
110.10646,135.639858,122.7569872,116.4814653,119.2020828
116.35646,135.0327481,122.7758893,116.4814653,119.2020828
118.45146,135.2430586,122.8536789,116.4814653,119.2020828
124.08746,135.8974509,123.13016,119.3556164,120.0789011
122.91846,137.4321774,123.4237658,119.3556164,121.5109495
135.39946,137.8195859,123.6060745,119.3556164,121.5109495
119.68546,137.7529368,123.8907577,119.3556164,121.9127064
130.01247,136.8035805,123.7838581,119.3556164,122.6454435
122.60146,136.6754788,123.9838264,119.3556164,123.3695335
115.90746,136.9634692,124.0323086,119.3556164,122.6454435
116.45146,136.6256695,124.0635931,119.5540802,122.6454435
120.62547,136.7296214,124.0308559,119.3556164,122.6454435
121.80247,135.23443,123.2723009,116.4814653,120.6341312
133.09746,134.2681908,123.2993705,115.9064132,121.7686252
118.73447,132.1868024,122.4651664,115.9064132,119.2020828
124.80746,131.7232309,122.1167257,115.9064132,119.2020828
118.84046,131.7273496,121.9911732,115.9064132,119.2020828
128.57047,131.8403419,121.9961419,115.9064132,119.2020828
120.46746,131.1805311,121.8676305,115.9064132,118.7346401
116.25846,133.4798212,121.7831142,115.9064132,118.7346401
116.12347,135.6531542,121.3044189,115.5355859,117.51212
122.46446,136.863363,120.8054238,113.0621526,116.6992154
126.74546,136.1646497,120.6640652,114.7663424,117.230674
117.46146,133.7437154,120.9107955,114.9584651,117.230674
123.97147,131.0482075,121.1656936,115.5355859,117.230674
127.02246,131.5636726,121.1935989,115.9064132,117.8357459
122.50146,130.3670597,121.0098561,115.5355859,117.230674
121.61147,129.9083152,121.1149658,114.7663424,117.230674
121.03346,131.8160123,120.9891608,115.9064132,117.6027019
118.39846,132.3121295,121.6934057,116.4814653,119.735237
121.81346,133.5552569,121.8427267,116.6799291,120.0166829
119.96146,133.5678331,122.7448188,116.6799291,120.6341312
120.28246,134.8604399,122.9743606,116.6799291,120.6341312
129.21446,138.7756611,122.9800637,120.8860975,121.5225692
114.92546,138.4348134,123.7112945,120.8860975,122.2553064
116.98746,138.7929882,123.565284,121.071278,122.7102992
117.90247,133.4560307,121.700235,116.6799291,119.8595898
119.37547,136.9676736,122.4288272,116.6799291,120.2439941
142.36147,137.8028648,123.3405708,121.071278,121.8742687
118.04047,137.9524239,123.5764727,121.071278,122.9299282
132.89447,139.2521414,123.8431598,121.071278,121.5758052
116.18946,135.1870883,123.5711029,120.8860975,121.1996468
125.14846,134.3963615,120.2276925,112.8844223,117.0731469
128.64247,132.3688253,122.101571,115.7585734,118.4962424
121.55647,133.0269582,121.2445393,115.7585734,118.4962424
123.16347,133.9304145,120.3090234,112.8844223,118.972638
120.48946,133.6989369,122.1999466,115.9437538,119.9282908
124.57246,134.8388012,121.0538759,115.7585734,121.7080403
138.39746,134.1258129,122.1156595,115.9437538,122.5110814
133.57747,137.1556514,123.062069,115.9437538,122.5110814
117.11246,134.4369088,123.2847614,115.7585734,121.98308
118.90047,131.2576497,123.7717495,115.9437538,122.2137575
136.79247,136.2849985,124.4002837,115.7585734,121.98308
126.66946,136.1438436,122.7219671,112.8844223,121.1062616
115.26347,136.3235476,121.8621912,115.7585734,121.7080403
118.10847,135.0239683,121.9742021,119.3556164,123.2048512
118.04147,134.5423853,122.0606155,119.5407968,121.7224256
131.27246,134.3506775,120.561936,114.9584651,119.7855426
139.37947,136.3082345,121.2281264,119.3556164,121.2674328
118.40746,133.3667341,121.5494975,120.8860975,123.7453374
122.12846,137.757606,122.4510506,119.5407968,123.5810096
118.65646,134.6665642,121.3279358,117.6404934,120.7411954
120.52647,138.669016,121.786327,117.8326162,122.7697612
117.28446,136.0443655,120.784002,119.3556164,121.3462672
113.14246,136.5627218,120.7876786,115.7585734,119.9282908
118.96746,138.8217237,119.9136388,115.7585734,118.4962424
128.75546,136.6801875,120.2807811,115.7585734,119.9282908
123.76247,139.9030977,119.9375063,115.7585734,119.9282908
118.48846,142.016473,120.8210572,115.7585734,120.3300476
121.30647,139.4120169,119.7630541,115.7585734,121.0627847
112.75446,139.7295153,119.6030501,112.8844223,120.9100564
114.36246,136.3884413,120.219748,112.8844223,118.9325954
116.24046,136.5168783,120.3428935,112.8844223,118.7319307
120.54247,136.4799945,120.3175311,112.8844223,118.3370126
118.21446,135.3504286,119.9725408,112.8844223,118.6344735
123.75246,136.1016558,119.7756685,115.7585734,120.9433403
123.23946,133.8731125,119.2376902,112.8844223,118.1670308
116.96246,132.9955495,118.324038,112.8844223,116.5091115
116.26347,134.9925293,118.8284104,115.7585734,119.2854209
119.26646,134.5115478,119.9098257,115.7585734,118.6679726
127.86846,134.5758935,118.1981782,112.8844223,117.5097083
120.42646,134.5338271,116.6136163,112.8844223,117.4308739
119.10847,135.4984894,118.1390388,115.7585734,119.2065865
125.15347,138.3171535,120.2184081,118.409737,119.4808773
117.18047,136.6472374,120.687711,119.5540802,117.905012
122.21646,140.0993849,120.3632118,121.071278,118.3724547
122.67446,140.5691654,120.5060784,120.8860975,118.3724547
124.13847,136.9564499,119.8815851,120.8860975,117.905012
125.46046,138.4292492,118.1528041,118.0119464,116.9493593
137.56346,140.6522048,118.5890878,120.8860975,118.2936203
126.82246,139.2269853,118.4323159,118.0119464,116.9493593
119.87746,140.2395262,118.718281,118.191954,116.9493593
118.00047,142.4460329,118.7649286,121.066105,117.8261776
113.76447,141.9395114,119.2433755,121.066105,117.8261776
118.92346,140.1853549,120.6684367,121.071278,120.6245629
125.64646,139.9811806,121.5186335,121.071278,121.0795558
114.40247,139.826919,121.6317068,121.071278,121.0007213
115.58247,141.1300058,121.5097088,120.8860975,119.271349
124.21346,142.2393929,121.1400777,121.071278,121.0007213
121.18047,141.236271,121.6065931,121.071278,122.3613167
112.02547,139.7235516,120.0435565,120.8860975,120.6245629
127.57246,136.8025124,119.1788885,119.5540802,120.0071147
124.18346,133.9508168,118.0118585,116.4814653,116.6887345
119.29346,133.4760017,116.417609,112.8844223,115.3675451
118.00146,134.0624685,117.3488445,112.8844223,115.3675451
123.21146,133.6577094,119.5466848,115.7585734,116.4290224
122.87247,131.1639857,119.2872696,112.8844223,118.0691434
112.65646,132.4322752,119.6034436,115.7585734,118.9459618
115.23946,130.8673552,118.9270101,112.8844223,116.3854569
110.72247,131.5789653,118.2330826,112.8844223,117.3536601
111.80247,130.556127,117.6543076,112.8844223,115.3041634
109.94846,131.0683352,115.2253997,112.8844223,115.397353
111.24146,129.8696485,114.6676318,112.8844223,115.115907
111.63547,130.7680452,115.2488035,112.8844223,115.5833497
116.67947,130.7910704,115.0953873,112.8844223,115.8349878
116.82047,132.8144402,116.3194633,112.8844223,116.7338821
115.31146,132.4800464,116.1886557,112.8844223,116.0148013
123.50846,134.1723691,117.0433796,112.8844223,116.2664394
124.49346,135.6321607,117.655378,112.8844223,117.4009333
116.94046,135.2955707,117.6395176,112.8844223,117.6727206
120.39246,136.640944,118.569483,112.8844223,117.9243587
114.49546,136.5460913,118.5909629,112.8844223,117.9243587
120.94347,135.8370273,119.4551551,112.8844223,119.8238498
115.80146,136.1657594,118.4411748,112.8844223,117.9243587
115.68646,136.0630076,119.8603088,112.8844223,120.0988894
121.53246,137.9860423,123.0459475,115.7585734,120.9757078
116.02647,138.1962885,121.4658252,112.8844223,120.0988894
120.40247,136.9725162,123.816655,115.7585734,120.9757078
123.03746,135.3884386,123.1405448,115.7585734,120.9757078
117.36846,135.5782596,122.9359691,112.8844223,120.0988894
114.65646,135.7698401,122.2585162,115.7585734,120.8789207
119.29446,135.1548705,121.4809805,112.8844223,119.8970446
116.11546,136.0529771,121.2855956,112.8844223,120.0988894
121.38847,135.5269789,122.0490081,112.8844223,119.8472513
114.98447,135.291219,122.6490224,115.7585734,120.6272826
125.69147,135.4215528,122.5439186,115.7585734,120.1634373
118.77547,136.4983155,122.3595374,112.8844223,117.8545706
112.13947,134.6954161,121.8131025,112.8844223,118.99001
114.58447,135.1905387,121.9887802,112.8844223,117.6451809
119.81446,133.7312649,122.0932654,112.8844223,117.6451809
115.53947,134.085978,122.2938806,112.8844223,119.086797
115.20547,132.4243193,120.0532653,112.8844223,119.086797
130.83147,131.8818895,117.623151,112.8844223,117.3701413
119.95246,130.6136038,116.9627686,112.8844223,115.9380929
126.69046,131.0426415,120.2404725,112.8844223,117.5483939
114.68646,132.5300252,121.6492872,112.8844223,118.99001
118.76746,132.1308951,121.8534899,112.8844223,118.3702704
124.02246,131.8919171,123.0217795,112.8844223,118.3798381
120.93147,131.7838805,121.057425,93.11968595,109.6187027
111.20647,131.1514223,122.437486,93.57579005,115.6287586
120.03346,131.5627583,122.8885479,93.57579005,115.2285503
120.16946,131.9050232,122.8669157,93.57579005,115.1927364
111.56847,130.8984158,122.3806853,93.57579005,114.5140659
114.26846,129.7913062,124.7902813,112.8844223,119.0643502
110.91846,129.7725947,124.2935905,112.8844223,120.1583854
109.65746,129.3916897,122.2313946,112.8844223,120.4549944
113.33247,128.8008634,121.9464976,112.8844223,118.8217857
115.70647,128.7507427,120.4046515,112.8844223,118.8217857
109.08846,123.9555178,117.4973548,93.11968595,106.2595336
108.35546,122.5905408,116.9906948,93.11968595,106.2595336
113.28546,121.7056922,116.3992392,93.11968595,105.334658
114.40446,120.5517143,115.1412709,93.11968595,105.1646762
112.69247,118.8463282,114.1777891,93.11968595,103.2555395
112.84547,120.2123147,115.6685929,93.57579005,112.7483184
112.85246,118.7853917,114.978203,93.11968595,110.1925072
118.30347,119.8133505,115.206026,93.11968595,105.5293553
127.21246,119.6649178,116.0524574,93.11968595,104.7332584
108.57047,119.0431304,114.2659416,93.11968595,103.1676381
108.67947,119.9047544,116.1351687,93.11968595,104.7332584
108.17847,119.5922953,115.7425259,93.11968595,103.870824
115.20747,120.2465089,116.3209527,93.57579005,109.950124
105.55746,118.6468098,114.6528828,93.57579005,108.582894
109.67346,118.8222854,114.666743,112.8844223,111.1686487
119.70947,119.7778928,116.3104626,112.8844223,111.823811
108.38747,119.5748694,116.2200307,93.11968595,106.3003446
104.01347,118.745797,115.5546594,93.57579005,110.0557328
107.83646,120.0512791,115.8518673,112.8844223,116.2243728
107.82246,121.4147632,116.5050252,112.8844223,117.6659889
109.13947,125.3827576,119.7060834,112.8844223,115.2720184
113.33846,125.4277703,120.7917761,112.8844223,115.2720184
121.72946,125.4317807,123.5729249,112.8844223,115.5625016
108.16447,124.1305203,121.380466,93.57579005,116.3392533
114.31346,123.7637253,123.134683,112.8844223,119.2154913
112.05046,123.8640658,123.4790661,112.8844223,118.9250081
109.81847,123.3452489,121.3237697,93.57579005,116.3392533
119.43646,123.7162921,119.7414008,112.8844223,121.1094735
113.82246,123.749876,120.1299585,115.7585734,121.5400516
115.23846,122.8115033,119.6318013,112.8844223,120.6632332
91.727463,118.499904,116.5859662,112.8844223,120.309822
117.84246,116.6353292,115.6760742,112.8844223,118.2073609
107.96046,116.0250759,115.5173438,112.8844223,118.497844
105.91547,116.9976292,116.4038339,112.8844223,117.4660039
79.23246,117.5288226,117.6502177,112.8844223,119.865074
134.97046,117.7842036,116.6479446,112.8844223,119.7439966
111.21947,113.3567575,113.9620066,93.57579005,112.8515408
106.08646,114.0731051,112.7418824,93.11968595,103.2348983
117.11846,116.3868872,115.8480191,93.57579005,111.5914062
108.98746,120.0943856,119.0031557,112.8844223,116.7136345
109.07346,117.4646891,114.5658374,93.11968595,105.9441001
93.637466,116.7258202,115.5663004,93.11968595,106.9719147
72.497467,119.5908952,118.495873,112.8844223,119.6313931
95.007462,123.6577921,119.9908043,112.8844223,120.2702007
95.223465,116.284009,115.2858263,112.8844223,116.7824882
93.882462,115.3968518,115.1572622,112.8844223,116.6206052
95.262466,112.7311584,112.8042466,112.8844223,114.9637852
97.864464,111.7729855,110.8794726,93.57579005,110.9364143
99.034462,112.0410383,110.8610944,93.57579005,110.9364143
96.085464,111.9573237,111.8203823,112.8844223,114.9637852
111.70747,110.9529292,110.4865102,93.57579005,110.9364143
108.14246,112.1691753,107.4219963,93.11968595,100.0305337
111.03346,111.9170299,109.2758755,93.11968595,100.4315123
106.61246,120.4054938,115.5359652,112.8844223,116.7588947
110.40746,122.6761363,119.521101,112.8844223,118.6102573
112.71746,120.2914244,116.814319,112.8844223,116.4687785
119.08646,123.704229,118.5798951,115.7585734,119.0148614
106.64346,121.4377215,116.3442104,112.8844223,116.4687785
107.74246,120.4393768,115.4823911,112.8844223,116.4687785
104.60046,120.8433591,115.8753562,112.8844223,116.4687785
104.82846,120.5009342,115.3490625,112.8844223,116.4687785
105.97446,119.2736421,117.5382119,115.7585734,116.4239152
112.53746,119.8454154,116.4551732,115.7585734,117.923198
106.02847,117.6347936,114.0544723,112.8844223,116.4289314
111.56446,118.4879751,114.7318562,112.8844223,116.4289314
116.24346,120.0659043,115.8432889,112.8844223,117.3461474
112.58646,117.5544341,114.6275594,115.7585734,116.9223147
115.70947,117.4554623,113.7215438,112.8844223,114.7088701
111.13046,116.6311653,113.2207907,112.8844223,114.4122611
115.63947,116.9658368,114.1839454,112.8844223,115.6159415
107.49646,117.6161288,115.3011643,112.8844223,117.5475689
109.55547,119.2760346,114.3563282,112.8844223,116.3667894
110.77747,120.1632871,116.011306,112.8844223,114.9036039
113.53446,116.8207864,110.7902956,93.57579005,110.8523328
123.75646,117.686366,111.9449355,112.8844223,114.7211186
110.89146,116.0435997,110.2113887,112.8844223,112.5154508
108.10446,117.4179188,111.947296,93.57579005,110.3314529
105.26646,120.551271,115.2006328,112.8844223,115.9855419
108.45046,116.8800168,109.9948007,93.11968595,106.1227321
108.01347,117.4951857,113.5617981,112.8844223,113.832774
114.70847,116.9306754,115.2581425,112.8844223,116.5603671
110.58347,114.1664043,111.5653382,93.11968595,103.3402426
116.96746,113.5220228,107.7262194,93.11968595,98.6458717
105.26646,116.0792534,115.6914726,112.8844223,116.105173
109.21546,116.2559622,113.0821574,93.11968595,101.4539026
108.49947,118.2537826,115.3873199,93.11968595,101.3203318
108.76646,118.3956785,116.8597716,93.11968595,102.0235177
112.96646,112.1597841,112.1144526,93.57579005,105.4408598
115.68346,113.9261146,113.4425123,93.57579005,106.8761988
97.456467,115.5238077,115.0478827,93.11968595,101.9589141
99.368462,117.1981222,115.8075748,93.11968595,105.1018175
108.35546,115.607048,115.2833077,112.8844223,110.8519362
103.97846,116.0710059,115.470598,93.11968595,104.1166974
103.31246,117.2661466,115.9128108,93.11968595,106.5600528
102.01946,110.5233854,109.3940691,93.11968595,100.1327492
101.74947,111.1655505,111.0643135,93.11968595,99.75104418
94.213463,110.9253931,111.1282817,93.11968595,100.4697892
102.37347,110.3781398,108.258921,93.11968595,99.66211678
97.991463,110.5901389,107.0718198,93.11968595,99.9169101
93.332466,110.6704355,108.9184663,93.11968595,100.5566391
98.683464,110.6861453,109.1236428,93.11968595,103.4912672
105.16447,110.5698194,107.2884877,93.11968595,102.0571741
102.03746,110.6130514,107.2873818,93.11968595,102.6169985
101.78346,110.4113486,107.2285497,93.11968595,103.5951642
114.02146,110.4123941,107.7995668,93.11968595,103.5739889
98.932465,111.1433641,109.1584629,93.11968595,103.8309074
106.23246,110.8005786,109.8015715,93.57579005,112.3321537
111.72247,110.4357687,110.0445601,93.57579005,108.0075505
104.61746,110.4921598,109.23624,93.11968595,104.4410744
99.024467,109.71125,109.8609438,93.11968595,105.3956991
101.71346,110.1126363,111.1501979,112.8844223,117.1494922
102.66647,110.6990764,111.7793656,112.8844223,117.8723633
106.54047,109.812143,110.4664477,93.57579005,110.7263734
108.18746,109.5141293,109.0961142,93.11968595,107.138722
125.40347,109.5166496,108.679477,93.11968595,106.3755836
113.61346,108.9688067,108.6299768,93.11968595,111.0666285
106.13747,108.8469929,108.6026974,93.11968595,111.0666285
116.03446,108.6658313,110.9528341,112.8844223,118.158655
107.08846,108.7533236,110.8603683,93.57579005,110.4805607
104.79147,110.0266391,112.1688294,112.8844223,118.3283993
99.748466,113.5650738,115.2414401,112.8844223,119.5478823
118.59647,113.5830717,115.5785067,112.8844223,121.2157299
104.34846,113.7318277,115.6090886,112.8844223,121.2157299
110.20046,113.4991302,115.1275104,112.8844223,121.2157299
109.80647,111.8594626,112.5151248,93.11968595,108.7566168
105.81246,110.1573104,112.2408058,93.57579005,110.122209
116.17747,113.1864922,114.838641,93.57579005,112.7926303
115.63847,115.1046209,116.2272467,112.8844223,121.5320237
107.57546,114.0118374,115.8339969,112.8844223,117.4606239
103.22247,111.9385183,114.2940778,93.57579005,112.7983221
103.39246,112.8872565,115.3204106,112.8844223,115.9332327
104.85346,115.2146474,116.2740765,112.8844223,117.845173
102.11446,115.8443987,116.4982073,93.11968595,112.5254477
110.81046,116.313508,117.4612113,112.8844223,119.2023887
112.03446,116.355701,117.698375,112.8844223,119.9211336
98.800461,113.3498562,115.9411397,112.8844223,123.3050416
103.12247,109.6839684,112.3567984,112.8844223,119.0750761
111.94247,107.6207604,108.4938492,93.11968595,106.1478262
111.08746,107.0556254,108.0546672,93.11968595,105.8663802
105.26846,106.9535514,108.0194191,93.11968595,105.8663802
105.42246,107.1041746,108.3065986,93.11968595,106.1478262
111.50246,107.425311,108.7412439,93.11968595,106.1478262
117.04047,106.4747608,110.5077608,93.57579005,113.9690252
105.19646,105.7493137,109.5302595,93.11968595,110.3813738
99.800461,105.4895608,109.5484424,93.57579005,113.9690252
113.68946,106.2188222,112.0161596,112.8844223,118.1557035
100.14146,105.9823778,110.2419514,93.57579005,113.9690252
97.409462,107.3284067,111.9117417,112.8844223,119.6177979
100.99146,106.8168646,111.4937251,93.57579005,114.8679194
103.82446,106.0996991,111.8487477,93.57579005,115.5866644
104.90147,106.0633502,110.9942014,93.57579005,114.2504712
110.38346,106.2951734,110.8964795,93.57579005,114.2504712
109.75047,105.6256385,109.6800864,93.11968595,110.3813738
106.38346,105.8981703,109.3174301,93.57579005,113.9902004
103.90047,106.0341938,108.4136119,93.11968595,105.4889542
105.48746,104.733447,109.4296355,93.11968595,106.6661288
105.98547,105.9592158,112.9626266,93.57579005,113.0553771
104.42947,106.814195,112.0554497,93.11968595,107.2462382
120.77647,106.9288978,112.5519289,93.11968595,107.154965
113.76147,106.2735919,113.828571,93.11968595,108.1586569
