Sample,Long_Rx,Lat_Rx,h_tx,h_rx,delta_tx_rx,freq,Distance,avg_building_heigth,avg_vegetation_heigth,avg_ground_heigth,std_building,std_vegetation,std_ground,building_depth_2d,n_building,vegetation_depth_2d,n_intersection_veg,min_building,min_vegetation,min_ground,max_building,max_vegetation,max_ground,Pw,PL,RMS DS
13,-43.235538,-22.977657,3,3.5,0.5,3500,54.414989,8.9045,14.936,17.582,9.5959,16.035,0.45455,1.9779,1,25.428,1,0,0,17.042,25.75,34,18.911,-49.180988,69.800988,1.1043366
14,-43.235561,-22.977634,3,3.5,0.5,3500,51.06963,8.5385,16.298,17.612,9.7991,15.99,0.44957,3.4764,1,25.27,1,0,0,17.057,25.75,34,18.911,-49.947624,70.567624,1.0321356
15,-43.235561,-22.977636,3,3.5,0.5,3500,51.066368,8.5625,16.298,17.61,9.8436,15.99,0.45067,3.5366,1,25.296,1,0,0,17.051,27,34,18.911,-49.135479,69.755479,1.1041607
16,-43.235561,-22.977636,3,3.5,0.5,3500,51.063366,8.5625,16.308,17.61,9.8436,15.997,0.45103,3.5364,1,25.294,1,0,0,17.051,27,34,18.911,-47.887516,68.507516,0.21971443
17,-43.235565,-22.977636,3,3.5,0.5,3500,51.060364,8.5625,16.308,17.61,9.8436,15.997,0.45107,3.5362,1,25.293,1,0,0,17.051,27,34,18.911,-55.61042,76.23042,0.22043742
18,-43.235565,-22.977636,3,3.5,0.5,3500,51.060364,8.5625,16.308,17.61,9.8436,15.997,0.45107,3.5362,1,25.293,1,0,0,17.051,27,34,18.911,-57.070377,77.690377,0.18985605
19,-43.235561,-22.977636,3,3.5,0.5,3500,51.063366,8.5625,16.308,17.61,9.8436,15.997,0.45103,3.5364,1,25.294,1,0,0,17.051,27,34,18.911,-50.036934,70.656934,1.2544657
20,-43.235561,-22.977634,3,3.5,0.5,3500,51.07325,8.5385,16.298,17.612,9.7991,15.99,0.44896,3.4766,1,25.272,1,0,0,17.057,25.75,34,18.911,-49.750011,70.370011,1.2867445
21,-43.235558,-22.977633,3,3.5,0.5,3500,51.084808,8.7644,15.808,17.613,9.662,16.083,0.44794,1.9824,1,25.277,1,0,0,17.067,25.75,34,18.911,-47.75613,68.37613,1.0421605
22,-43.235554,-22.977631,3,3.5,0.5,3500,51.107647,9.1394,15.312,17.616,9.6976,16.162,0.44453,1.9828,1,24.387,1,0,0,17.069,25.75,34,18.911,-53.176487,73.796487,0.89892858
23,-43.235546,-22.977627,3,3.5,0.5,3500,51.167572,9.0144,15.019,17.615,9.5519,15.95,0.43365,1.2926,1,23.313,1,0,0,17.089,25.75,34,18.911,-55.019859,75.639859,0.51978338
24,-43.235527,-22.977625,3,3.5,0.5,3500,52.147141,8.3962,15.382,17.615,9.3954,15.567,0.4249,1.1031,1,24.172,1,0,0,17.104,25.5,33,18.911,-56.441921,77.061921,0.14047831
25,-43.235512,-22.977608,3,3.5,0.5,3500,51.70602,8.0577,14.606,17.638,9.6145,15.077,0.41213,2.1628,1,23.089,1,0,0,17.151,26,33,18.911,-64.328377,84.948377,0.13339189
26,-43.235512,-22.977608,3,3.5,0.5,3500,51.70602,8.0577,14.606,17.638,9.6145,15.077,0.41213,2.1628,1,23.089,1,0,0,17.151,26,33,18.911,-60.871712,81.491712,0.12363953
27,-43.235485,-22.977596,3,3.5,0.5,3500,52.363937,10.311,11.542,17.648,9.5476,13.971,0.38745,1.3733,1,18.893,3,0,0,17.193,26,32,18.911,-68.273888,88.893888,0.033070706
119,-43.234188,-22.978708,3,3.5,0.5,3500,233.90431,19.475,6.3739,17.702,13.289,12.032,0.38115,109.79,8,16.609,2,0,0,17,43,40,18.911,-69.047386,89.667386,6.94E-18
120,-43.234215,-22.978729,3,3.5,0.5,3500,233.37915,16.817,8.4402,17.747,12.305,13.884,0.41005,89.228,8,22.03,3,0,0,17,42,41,18.911,-69.574005,90.194005,0
121,-43.234245,-22.978748,3,3.5,0.5,3500,232.91139,11.607,14.188,17.798,11.794,15.543,0.44507,64.677,14,40.499,4,0,0,17,36.5,41,18.911,-68.33696,88.95696,0.00E+00
122,-43.234268,-22.978765,3,3.5,0.5,3500,232.57874,7.9174,19.263,17.837,10.469,16.015,0.47333,27.667,9,82.243,8,0,0,17,33,41,18.911,-69.370735,89.990735,0.032668144
123,-43.234268,-22.978765,3,3.5,0.5,3500,232.57874,7.9174,19.263,17.837,10.469,16.015,0.47333,27.667,9,82.243,8,0,0,17,33,41,18.911,-69.091026,89.711026,0.46483961
125,-43.234318,-22.978802,3,3.5,0.5,3500,231.96617,6.3772,20.463,17.922,9.5601,15.949,0.54096,10.981,6,89.273,12,0,0,17,36,40,18.911,-67.412605,88.032605,6.94E-18
126,-43.234344,-22.978777,3,3.5,0.5,3500,228.31697,6.2555,20.362,17.914,9.4723,16.006,0.54163,9.1235,6,93.442,12,0,0,17,36,40,18.911,-68.037254,88.657254,0.037447248
128,-43.234367,-22.978754,3,3.5,0.5,3500,224.66779,6.3444,20.827,17.906,9.4587,15.861,0.5408,9.4271,5,92.98,12,0,0,17,36,40,18.911,-67.639076,88.259076,0
129,-43.234379,-22.978741,3,3.5,0.5,3500,222.84317,6.343,20.751,17.901,9.521,15.806,0.54041,9.9358,6,85.544,14,0,0,17,36,40,18.911,-68.549416,89.169416,0.050443057
130,-43.234406,-22.978718,3,3.5,0.5,3500,219.19403,6.1239,20.664,17.89,9.2099,15.879,0.53967,6.5301,5,90.157,12,0,0,17,36,40,18.911,-69.465736,90.085736,0.080320746
131,-43.234406,-22.978718,3,3.5,0.5,3500,219.19403,6.1239,20.664,17.89,9.2099,15.879,0.53967,6.5301,5,90.157,12,0,0,17,36,40,18.911,-67.559677,88.179677,0.029864613
132,-43.234417,-22.978704,3,3.5,0.5,3500,217.36945,6.0241,20.841,17.886,9.0537,15.813,0.53877,5.527,5,90.048,12,0,0,17,36,40,18.911,-66.521843,87.141843,0.079216368
133,-43.234428,-22.978693,3,3.5,0.5,3500,215.54491,6.5509,20.243,17.881,9.611,15.929,0.5379,9.6267,7,62.844,10,0,0,17,36,40,18.911,-67.668686,88.288686,0.65221262
134,-43.234451,-22.97867,3,3.5,0.5,3500,211.8958,6.3396,20.759,17.871,9.2706,15.807,0.5353,6.7921,4,92.207,9,0,0,17,34.5,40,18.911,-67.616608,88.236608,0.15938102
135,-43.234467,-22.978657,3,3.5,0.5,3500,210.07124,6.2879,20.444,17.864,9.2752,15.906,0.53487,6.4757,5,85.71,10,0,0,17,36,40,18.911,-64.666489,85.286489,0.019690698
136,-43.234478,-22.978645,3,3.5,0.5,3500,208.24672,6.2859,20.447,17.858,9.1625,15.876,0.53275,5.485,5,82.975,11,0,0,17,36,40,18.911,-67.061325,87.681325,0.042175069
137,-43.234489,-22.978634,3,3.5,0.5,3500,206.42215,6.3394,20.506,17.853,9.151,15.88,0.53131,5.4289,5,90.279,14,0,0,17,33,40,18.911,-65.634361,86.254361,0.30419245
138,-43.234489,-22.978634,3,3.5,0.5,3500,206.42215,6.3394,20.506,17.853,9.151,15.88,0.53131,5.4289,5,90.279,14,0,0,17,33,40,18.911,-64.733788,85.353788,0.065944508
139,-43.234512,-22.978609,3,3.5,0.5,3500,202.77313,6.3953,20.318,17.841,9.2467,15.85,0.5268,5.3019,4,84.614,9,0,0,17,34.5,40,18.911,-64.546692,85.166692,0.13261405
140,-43.234539,-22.978586,3,3.5,0.5,3500,199.12411,6.2637,20.085,17.828,9.1403,15.856,0.52303,5.2568,4,74.942,9,0,0,17,36,40,18.911,-65.315315,85.935315,0.062238719
141,-43.234562,-22.978561,3,3.5,0.5,3500,195.47513,6.1875,20.546,17.815,8.9066,15.788,0.51839,2.7336,3,92.842,6,0,0,17,33,40,18.911,-64.673309,85.293309,0.94676739
142,-43.2346,-22.978525,3,3.5,0.5,3500,190.00168,6.3495,19.851,17.795,8.9678,15.915,0.51046,2.9926,3,86.907,7,0,0,17,33,40,18.911,-66.857224,87.477224,0.068107493
143,-43.234612,-22.978514,3,3.5,0.5,3500,188.1772,6.3823,20.095,17.788,9.134,15.761,0.50849,4.1171,3,67.5,6,0,0,17,36.5,40,18.911,-66.170563,86.790563,0.053393386
144,-43.234623,-22.978502,3,3.5,0.5,3500,186.3528,6.4532,19.951,17.78,9.162,15.784,0.50479,4.1235,3,66.587,5,0,0,17,36.5,40,18.911,-62.791569,83.411569,0.035942543
145,-43.234634,-22.978489,3,3.5,0.5,3500,184.52831,6.6446,19.895,17.773,9.2487,15.828,0.50166,4.3417,4,66.493,5,0,0,17,36.5,40,18.911,-66.451012,87.071012,0.026070323
146,-43.234634,-22.978489,3,3.5,0.5,3500,184.52831,6.6446,19.895,17.773,9.2487,15.828,0.50166,4.3417,4,66.493,5,0,0,17,36.5,40,18.911,-67.472496,88.092496,0.084473103
147,-43.234661,-22.978466,3,3.5,0.5,3500,180.87947,6.6685,19.518,17.758,9.2329,15.819,0.49546,4.1215,3,67.713,7,0,0,17,36,40,18.911,-66.36245,86.98245,0.020838475
148,-43.234695,-22.97843,3,3.5,0.5,3500,175.40627,6.7429,19.027,17.735,9.2533,15.62,0.48355,4.1151,3,54.169,5,0,0,17,36,40,18.911,-69.342682,89.962682,0.031943116
149,-43.234707,-22.978416,3,3.5,0.5,3500,173.58189,6.6164,19.28,17.727,9.0255,15.593,0.47951,2.5165,2,75.672,4,0,0,17,33,40,18.911,-65.20771,85.82771,0.25814369
150,-43.234718,-22.978405,3,3.5,0.5,3500,171.75751,6.7326,19.243,17.719,8.922,15.664,0.47518,1.0578,1,91.058,6,0,0,17,26,40,18.911,-66.332817,86.952817,0.13481162
151,-43.234768,-22.978357,3,3.5,0.5,3500,164.46016,7.2348,18.535,17.686,9.2337,15.823,0.4561,3.0253,3,67.745,4,0,0,17,33,40,18.911,-67.534851,88.154851,0.075672314
152,-43.234806,-22.978321,3,3.5,0.5,3500,158.98726,7.2123,18.657,17.659,9.1002,15.956,0.43723,1.4887,2,82.738,4,0,0,17,26,40,18.911,-64.625679,85.245679,0.10175289
153,-43.23484,-22.978285,3,3.5,0.5,3500,153.51451,7.6916,18.253,17.633,9.2038,16.313,0.41945,1.6617,2,79.281,4,0,0,17,26,40,18.911,-65.668404,86.288404,0.038651895
154,-43.23484,-22.978285,3,3.5,0.5,3500,153.51451,7.6916,18.253,17.633,9.2038,16.313,0.41945,1.6617,2,79.281,4,0,0,17,26,40,18.911,-67.767807,88.387807,0.038908992
155,-43.234879,-22.978249,3,3.5,0.5,3500,148.04192,7.7852,18.065,17.606,9.1792,16.22,0.40349,1.5295,2,76.11,4,0,0,17,26,40,18.911,-68.104912,88.724912,0.045215219
156,-43.234917,-22.978214,3,3.5,0.5,3500,142.56949,8.1556,17.108,17.582,9.2806,16.184,0.38881,1.7471,2,67.993,4,0,0,17.003,26,40,18.911,-68.910744,89.530744,0.084567592
158,-43.234928,-22.978201,3,3.5,0.5,3500,140.74535,8.445,16.656,17.574,9.3679,16.184,0.38485,2.5185,3,63.689,5,0,0,17.003,26,40,18.911,-68.575439,89.195439,0.023238892
159,-43.23494,-22.978189,3,3.5,0.5,3500,138.92126,8.4083,16.621,17.567,9.337,16.168,0.38152,2.0201,3,61.771,5,0,0,17.003,26,40,18.911,-66.18541,86.80541,0
160,-43.234962,-22.978165,3,3.5,0.5,3500,135.27318,8.5864,16.265,17.552,9.3378,16.158,0.37407,1.7968,2,60.968,4,0,0,17.003,26,40,18.911,-69.190338,89.810338,0.03548291
162,-43.235001,-22.97813,3,3.5,0.5,3500,129.80116,9.1327,15.238,17.531,9.3844,16.062,0.36873,2.1625,3,52.906,5,0,0,17.003,26,40,18.911,-68.521202,89.141202,0.046656787
163,-43.23505,-22.978081,3,3.5,0.5,3500,122.50557,9.3841,14.126,17.508,9.439,15.808,0.36606,3.5994,3,45.949,4,0,0,17.003,26,39.5,18.911,-64.591911,85.211911,0.10380574
165,-43.235111,-22.978022,3,3.5,0.5,3500,113.38681,9.7961,11.77,17.483,9.4398,14.51,0.36829,4.6166,3,33.776,4,0,0,17.003,26,38,18.911,-62.481998,83.101998,0.075739011
166,-43.235146,-22.977985,3,3.5,0.5,3500,107.91601,9.375,10.477,17.466,9.3329,13.756,0.36984,2.4828,3,28.476,3,0,0,17.003,26,36,18.911,-64.605545,85.225545,0.15605488
168,-43.235157,-22.977974,3,3.5,0.5,3500,106.09252,9.264,10.498,17.461,9.3088,13.66,0.37047,2.5085,3,28.949,4,0,0,17,26,33,18.911,-65.500679,86.120679,0.11274739
170,-43.235207,-22.977926,3,3.5,0.5,3500,98.798958,8.404,10.588,17.446,9.1464,13.794,0.38068,2.0444,2,26.353,2,0,0,17,26,33,18.911,-61.910496,82.530496,0.12670304
171,-43.235229,-22.977901,3,3.5,0.5,3500,95.15255,8.5859,10.695,17.44,9.0562,13.868,0.38643,1.0996,1,29.213,2,0,0,17,26,33,18.911,-56.098038,76.718038,0.015758205
177,-43.235352,-22.977781,3,3.5,0.5,3500,76.925484,8.3117,11.607,17.461,9.268,14.199,0.42541,2.1219,1,24.971,2,0,0,17,26,33,18.911,-61.362015,81.982015,0.043865342
178,-43.235378,-22.977758,3,3.5,0.5,3500,73.281319,7.2568,10.889,17.477,9.2022,14.344,0.43102,2.1121,1,22.309,1,0,0,17,26,33,18.911,-60.056835,80.676835,0.14993025
179,-43.235401,-22.977734,3,3.5,0.5,3500,69.637741,7.1929,10.646,17.498,9.2444,14.576,0.43196,2.1327,1,22.504,1,0,0,17,26,33,18.911,-54.340405,74.960405,0.11792874
180,-43.235413,-22.977722,3,3.5,0.5,3500,67.816307,7.4044,10.901,17.511,9.2962,14.616,0.43005,2.1404,1,22.175,1,0,0,17.02,26,33,18.911,-56.810131,77.430131,0.20250827
181,-43.235439,-22.977697,3,3.5,0.5,3500,64.173874,6.1538,11.846,17.536,9.0674,14.873,0.42686,2.0917,1,22.562,1,0,0,17.06,25.5,33,18.911,-55.446484,76.066484,0.18387769
182,-43.235451,-22.977686,3,3.5,0.5,3500,62.352982,5.5397,11.905,17.547,8.911,14.998,0.42615,2.0996,1,22.677,1,0,0,17.08,25.5,33,18.911,-61.876369,82.496369,0.19420306
183,-43.235462,-22.977674,3,3.5,0.5,3500,60.532326,6.2787,12.262,17.561,9.1558,15.069,0.42605,2.107,1,22.227,1,0,0,17.102,25.5,33,18.911,-61.357952,81.977952,0.14640105
184,-43.235462,-22.977674,3,3.5,0.5,3500,60.532326,6.2787,12.262,17.561,9.1558,15.069,0.42605,2.107,1,22.227,1,0,0,17.102,25.5,33,18.911,-59.734497,80.354497,0.30310452
185,-43.235474,-22.977661,3,3.5,0.5,3500,58.711937,6.5,12.644,17.574,9.2466,15.111,0.42617,2.1175,1,22.334,1,0,0,17.109,25.5,33,18.911,-68.540108,89.160108,0.042392313
186,-43.235462,-22.977583,3,3.5,0.5,3500,53.168259,11.278,9.3472,17.667,9.5036,12.849,0.37112,2.7034,1,18.146,1,0,0,17.242,23,29,18.911,-68.516998,89.136998,0
188,-43.235435,-22.977571,3,3.5,0.5,3500,54.112286,12.086,7.4364,17.681,10.232,12.28,0.35312,10.004,2,13.676,2,0,0,17.284,27,29,18.911,-69.421089,90.041089,0
197,-43.235184,-22.977446,3,3.5,0.5,3500,70.085533,20.306,1.2254,17.631,7.3078,5.065,0.48181,33.442,1,0,0,0,0,16.56,29,24,18.911,-66.570824,87.190824,0
237,-43.234184,-22.977789,3,3.5,0.5,3500,179.18234,18.072,5.1875,16.868,10.665,10.11,0.72699,93.207,7,8.8975,2,0,0,15.414,31,27.25,18.911,-70.028069,90.648069,0
271,-43.234188,-22.978708,3,3.5,0.5,3500,233.90431,19.475,6.3739,17.702,13.289,12.032,0.38115,109.79,8,16.609,2,0,0,17,43,40,18.911,-68.682663,89.302663,1.2032261
272,-43.234215,-22.978729,3,3.5,0.5,3500,233.37915,16.817,8.4402,17.747,12.305,13.884,0.41005,89.228,8,22.03,3,0,0,17,42,41,18.911,-68.666977,89.286977,0.64181405
273,-43.234245,-22.978748,3,3.5,0.5,3500,232.91139,11.607,14.188,17.798,11.794,15.543,0.44507,64.677,14,40.499,4,0,0,17,36.5,41,18.911,-67.534103,88.154103,0.04312354
274,-43.234272,-22.978769,3,3.5,0.5,3500,232.50136,6.9946,20.29,17.846,9.8061,15.806,0.48116,16.848,5,106.47,9,0,0,17,31,40.5,18.911,-68.46315,89.08315,0.76618379
275,-43.234272,-22.978769,3,3.5,0.5,3500,232.50136,6.9946,20.29,17.846,9.8061,15.806,0.48116,16.848,5,106.47,9,0,0,17,31,40.5,18.911,-67.804863,88.424863,0.21716475
276,-43.234303,-22.978788,3,3.5,0.5,3500,232.14935,6.4378,21.192,17.895,9.2429,15.834,0.5192,8.6446,5,112.48,8,0,0,17,34,40,18.911,-68.908188,89.528188,0.030677548
277,-43.234329,-22.978788,3,3.5,0.5,3500,230.14156,6.2695,20.656,17.919,9.4259,15.973,0.54176,10.419,6,95.773,11,0,0,17,36,40,18.911,-67.703056,88.323056,0.053735472
278,-43.234344,-22.978777,3,3.5,0.5,3500,228.31697,6.2555,20.362,17.914,9.4723,16.006,0.54163,9.1235,6,93.442,12,0,0,17,36,40,18.911,-66.879608,87.499608,0.027462408
280,-43.234356,-22.978765,3,3.5,0.5,3500,226.49237,6.2401,20.664,17.911,9.3551,15.905,0.54155,8.1237,6,94.033,12,0,0,17,36,40,18.911,-65.195114,85.815114,0.023100099
281,-43.234367,-22.978754,3,3.5,0.5,3500,224.66779,6.3444,20.827,17.906,9.4587,15.861,0.5408,9.4271,5,92.98,12,0,0,17,36,40,18.911,-68.242142,88.862142,0.025458094
283,-43.234379,-22.978741,3,3.5,0.5,3500,222.84317,6.343,20.751,17.901,9.521,15.806,0.54041,9.9358,6,85.544,14,0,0,17,36,40,18.911,-67.031845,87.651845,0.035600558
284,-43.23439,-22.978729,3,3.5,0.5,3500,221.01859,6.4764,20.805,17.896,9.5959,15.87,0.54041,10.937,6,73.45,9,0,0,17,36,40,18.911,-67.138062,87.758062,0.038326479
285,-43.234406,-22.978718,3,3.5,0.5,3500,219.19403,6.1239,20.664,17.89,9.2099,15.879,0.53967,6.5301,5,90.157,12,0,0,17,36,40,18.911,-66.44796,87.06796,0.043699071
286,-43.234417,-22.978704,3,3.5,0.5,3500,217.36945,6.0241,20.841,17.886,9.0537,15.813,0.53877,5.527,5,90.048,12,0,0,17,36,40,18.911,-67.906563,88.526563,0.048602942
287,-43.23444,-22.978682,3,3.5,0.5,3500,213.72035,6.3972,20.433,17.876,9.3537,15.884,0.53697,6.8494,5,66.908,7,0,0,17,34.5,40,18.911,-67.115883,87.735883,0.078648336
289,-43.234478,-22.978645,3,3.5,0.5,3500,208.24672,6.2859,20.447,17.858,9.1625,15.876,0.53275,5.485,5,82.975,11,0,0,17,36,40,18.911,-62.45158,83.07158,0.05465759
290,-43.234501,-22.978621,3,3.5,0.5,3500,204.59761,6.172,20.637,17.847,9.0292,15.805,0.52911,4.2507,4,89.508,14,0,0,17,33,40,18.911,-64.122238,84.742238,0.047876108
291,-43.234501,-22.978621,3,3.5,0.5,3500,204.59761,6.172,20.637,17.847,9.0292,15.805,0.52911,4.2507,4,89.508,14,0,0,17,33,40,18.911,-64.894615,85.514615,0.095096156
292,-43.234512,-22.978609,3,3.5,0.5,3500,202.77313,6.3953,20.318,17.841,9.2467,15.85,0.5268,5.3019,4,84.614,9,0,0,17,34.5,40,18.911,-65.216042,85.836042,0.16459595
294,-43.23455,-22.978573,3,3.5,0.5,3500,197.29958,6.0265,20.787,17.821,8.8419,15.686,0.52127,2.7286,3,95.109,7,0,0,17,33,40,18.911,-63.19981,83.81981,0.1440863
295,-43.234573,-22.97855,3,3.5,0.5,3500,193.65062,6.2461,20.409,17.808,8.9225,15.808,0.51602,2.7417,3,91.002,6,0,0,17,33,40,18.911,-63.583416,84.203416,0.093578748
296,-43.234585,-22.978537,3,3.5,0.5,3500,191.82616,6.2852,20.133,17.802,9.0834,15.765,0.51342,4.31,4,79.448,7,0,0,17,34.5,40,18.911,-65.773087,86.393087,0.16300169
297,-43.234612,-22.978514,3,3.5,0.5,3500,188.1772,6.3823,20.095,17.788,9.134,15.761,0.50849,4.1171,3,67.5,6,0,0,17,36.5,40,18.911,-63.988869,84.608869,0.10259622
298,-43.234612,-22.978514,3,3.5,0.5,3500,188.1772,6.3823,20.095,17.788,9.134,15.761,0.50849,4.1171,3,67.5,6,0,0,17,36.5,40,18.911,-65.149132,85.769132,0.090926498
299,-43.234623,-22.978502,3,3.5,0.5,3500,186.3528,6.4532,19.951,17.78,9.162,15.784,0.50479,4.1235,3,66.587,5,0,0,17,36.5,40,18.911,-64.515869,85.135869,0.11434175
300,-43.234634,-22.978489,3,3.5,0.5,3500,184.52831,6.6446,19.895,17.773,9.2487,15.828,0.50166,4.3417,4,66.493,5,0,0,17,36.5,40,18.911,-68.445564,89.065564,0.096359186
301,-43.234646,-22.978477,3,3.5,0.5,3500,182.70392,6.4877,19.795,17.766,9.1691,15.747,0.49861,4.1174,3,67.92,7,0,0,17,36,40,18.911,-63.130924,83.750924,0.44700477
302,-43.234661,-22.978466,3,3.5,0.5,3500,180.87947,6.6685,19.518,17.758,9.2329,15.819,0.49546,4.1215,3,67.713,7,0,0,17,36,40,18.911,-63.130924,83.750924,1.4373083
304,-43.234695,-22.97843,3,3.5,0.5,3500,175.40627,6.7429,19.027,17.735,9.2533,15.62,0.48355,4.1151,3,54.169,5,0,0,17,36,40,18.911,-66.497917,87.117917,0.071755573
305,-43.234695,-22.97843,3,3.5,0.5,3500,175.40627,6.7429,19.027,17.735,9.2533,15.62,0.48355,4.1151,3,54.169,5,0,0,17,36,40,18.911,-67.719864,88.339864,0.070468791
306,-43.234707,-22.978416,3,3.5,0.5,3500,173.58189,6.6164,19.28,17.727,9.0255,15.593,0.47951,2.5165,2,75.672,4,0,0,17,33,40,18.911,-65.772087,86.392087,0.096792616
308,-43.234795,-22.978333,3,3.5,0.5,3500,160.81154,7.2267,18.53,17.668,9.0913,15.913,0.44365,1.4887,2,82.575,4,0,0,17,26,40,18.911,-66.3181,86.9381,0.46689007
309,-43.234829,-22.978298,3,3.5,0.5,3500,155.33878,7.5641,18.476,17.641,9.1495,16.164,0.42587,1.4956,2,82.123,4,0,0,17,26,40,18.911,-64.406967,85.026967,0.072130747
310,-43.23484,-22.978285,3,3.5,0.5,3500,153.51451,7.6916,18.253,17.633,9.2038,16.313,0.41945,1.6617,2,79.281,4,0,0,17,26,40,18.911,-64.785889,85.405889,0.08385852
311,-43.234867,-22.978262,3,3.5,0.5,3500,149.86609,7.79,18.017,17.615,9.2462,16.302,0.40842,2.5353,2,75.026,4,0,0,17.003,26,40,18.911,-67.515381,88.135381,0.070810623
312,-43.234879,-22.978249,3,3.5,0.5,3500,148.04192,7.7852,18.065,17.606,9.1792,16.22,0.40349,1.5295,2,76.11,4,0,0,17,26,40,18.911,-66.835434,87.455434,0.14052467
314,-43.234901,-22.978226,3,3.5,0.5,3500,144.39363,8.1655,17.272,17.59,9.2742,16.304,0.39307,1.7198,2,70.722,4,0,0,17,26,40,18.911,-67.784645,88.404645,0.46810135
315,-43.234917,-22.978214,3,3.5,0.5,3500,142.56949,8.1556,17.108,17.582,9.2806,16.184,0.38881,1.7471,2,67.993,4,0,0,17.003,26,40,18.911,-67.520409,88.140409,0.081290737
316,-43.234928,-22.978201,3,3.5,0.5,3500,140.74535,8.445,16.656,17.574,9.3679,16.184,0.38485,2.5185,3,63.689,5,0,0,17.003,26,40,18.911,-65.857941,86.477941,0.09444198
317,-43.234951,-22.978178,3,3.5,0.5,3500,137.09721,8.6232,16.324,17.559,9.3787,16.18,0.37807,2.7603,3,61.819,5,0,0,17,26,40,18.911,-64.132393,84.752393,1.0883613
318,-43.234962,-22.978165,3,3.5,0.5,3500,135.27318,8.5864,16.265,17.552,9.3378,16.158,0.37407,1.7968,2,60.968,4,0,0,17.003,26,40,18.911,-69.065857,89.685857,0.046785858
319,-43.234989,-22.978142,3,3.5,0.5,3500,131.62511,9.0133,15.487,17.537,9.4018,16.078,0.37005,2.6181,3,55.584,6,0,0,17.003,26,40,18.911,-67.334328,87.954328,1.0086094
321,-43.235012,-22.978117,3,3.5,0.5,3500,127.97726,9.2754,15.119,17.525,9.388,15.963,0.36672,2.2011,3,50.984,5,0,0,17.003,26,40,18.911,-65.045372,85.665372,0.8535127
322,-43.235035,-22.978094,3,3.5,0.5,3500,124.32944,9.41,14.452,17.513,9.4667,15.912,0.36577,3.9873,3,47.584,4,0,0,17.003,26,39.5,18.911,-63.793102,84.413102,1.5323917
323,-43.235073,-22.978058,3,3.5,0.5,3500,118.85793,9.8109,12.899,17.499,9.372,15.423,0.36796,2.6179,3,39.319,4,0,0,17.003,26,39.25,18.911,-60.485584,81.105584,0.63242412
324,-43.235096,-22.978033,3,3.5,0.5,3500,115.21051,9.4375,12.041,17.489,9.4138,14.821,0.36862,3.3894,3,35.685,4,0,0,17,26,39,18.911,-60.048691,80.668691,1.1728625
325,-43.235123,-22.97801,3,3.5,0.5,3500,111.56316,9.5335,11.23,17.477,9.3251,14.37,0.36906,2.3898,3,31.722,4,0,0,17.003,26,37,18.911,-59.88266,80.50266,1.0586801
