image_id,Long_Rx,Lat_Rx,Decimal Hour Rx,Long_Tx,Lat_Tx,Decimal Hour Tx,Pw,PL,rms_delay_ns,mean_delay,rms_delay,d,dx,dy,relative speed,vx,vy
246.png,-43.30796612,-23.01282968,11.449995,-43.3078331,-23.0130814,11.44994444,-45.08600578,62.08600578,68.740944,0.110965025,0.068740944,31.0330145,14.14562578,27.62153617,0.11482643,0.052340765,0.10220349
247.png,-43.30794188,-23.01286664,11.45026222,-43.3077972,-23.01313564,11.45024444,-52.91020685,69.91020685,75.94689,0.118928564,0.07594689,33.27806824,15.34043882,29.53135219,2.256160471,1.040039086,2.002143543
248.png,-43.3079048,-23.01292244,11.45052889,-43.3077684,-23.0131798,11.45044444,-52.48948686,69.48948686,44.900731,0.206290734,0.044900731,31.7463517,14.49224661,28.24545334,1.542493308,0.704149996,1.372391485
249.png,-43.3078038,-23.013061,11.45132556,-43.30766016,-23.01334348,11.45124444,-48.51036112,65.51036112,140.786894,0.205450652,0.140786894,34.57528221,15.23987995,31.03540235,0.913996636,0.402865808,0.820420009
250.png,-43.307774,-23.01309876,11.45158778,-43.30762452,-23.01339744,11.45154444,-47.88641294,64.88641294,122.133908,0.118955967,0.122133908,36.45414698,15.84091241,32.83245842,1.825448768,0.793236886,1.644091982
251.png,-43.3077222,-23.01316644,11.45211694,-43.30756648,-23.01348156,11.45204444,-47.0266274,64.0266274,132.135003,0.135903057,0.132135003,38.37545196,16.48257475,34.65544752,0.934054771,0.401184267,0.843510224
252.png,-43.3076844,-23.01321018,11.45238444,-43.30753148,-23.01353036,11.45234444,-46.06631094,63.06631094,124.374633,0.133315821,0.124374633,38.76878252,16.19863701,35.22247375,0.283733622,0.118551516,0.257779569
253.png,-43.30765976,-23.01324144,11.45265528,-43.30749948,-23.01357372,11.45264444,-44.37207125,61.37207125,147.021541,0.181669321,0.147021541,40.29970644,16.95292208,36.56042631,1.52999659,0.643625358,1.388033128
254.png,-43.30762556,-23.01329364,11.45292194,-43.30748076,-23.01359964,11.45284444,-44.07858586,61.07858586,145.199476,0.149602186,0.145199476,36.99616234,15.36618352,33.65407006,3.308015752,1.373968918,3.009182219
255.png,-43.30759468,-23.01334524,11.45318972,-43.30745108,-23.01364012,11.45314444,-46.34717317,63.34717317,178.876859,0.256032363,0.178876859,35.82082831,15.24020437,32.41709289,1.114717919,0.474263988,1.008796168
256.png,-43.3075742,-23.01337788,11.45346111,-43.3074188,-23.013684,11.45344444,-45.3721339,62.3721339,149.719652,0.234242493,0.149719652,37.45740014,16.44690534,33.65347129,1.698995392,0.74599989,1.52645652
257.png,-43.30754132,-23.01342408,11.45372361,-43.30739828,-23.01371304,11.45364444,-47.99053556,64.99053556,100.984773,0.118827105,0.100984773,35.20021653,15.18106333,31.75831481,2.283985372,0.985031627,2.06065569
258.png,-43.3075074,-23.01346944,11.45399167,-43.3073656,-23.0137574,11.45394444,-47.17428981,64.17428981,67.294113,0.1013127,0.067294113,35.04665311,15.05432246,31.64862192,0.163264742,0.070130522,0.147435023
259.png,-43.30746036,-23.01354156,11.45456889,-43.3073044,-23.01384128,11.45454444,-53.34039426,70.34039426,143.442212,0.159756035,0.143442212,36.84203274,16.50167884,32.93979314,0.939818161,0.420947931,0.840274369
260.png,-43.307436,-23.0135828,11.45483556,-43.30727912,-23.01387584,11.45474444,-49.48144931,66.48144931,98.376351,0.198257604,0.098376351,36.21874803,16.59289336,32.19431003,0.583070348,0.267121992,0.518282618
261.png,-43.3073516,-23.01369984,11.45562806,-43.3071774,-23.01401412,11.45554444,-47.15287764,64.15287764,130.513053,0.122620369,0.130513053,39.11854121,18.36591498,34.53915796,4.068771439,1.910263216,3.592463705
262.png,-43.30731856,-23.01375232,11.45589472,-43.30714148,-23.01406404,11.45584444,-52.3188067,69.3188067,131.240676,0.192882591,0.131240676,39.0030425,18.65838114,34.25057864,3.405571386,1.629166466,2.990607478
263.png,-43.30728136,-23.0138092,11.45624806,-43.3070882,-23.01413652,11.45624444,-51.26723691,68.26723691,109.43362,0.172637285,0.10943362,41.30451636,20.30310556,35.97008446,2.345246491,1.152798562,2.042360541
264.png,-43.30724248,-23.0138686,11.45651472,-43.3070622,-23.0141724,11.45644444,-50.71348089,67.71348089,70.500705,0.097107866,0.070500705,38.38576163,18.98109578,33.36442266,2.906827016,1.437375726,2.526577591
265.png,-43.3071768,-23.01396784,11.45705278,-43.30697824,-23.01428716,11.45704444,-50.47753897,67.47753897,121.028916,0.134733062,0.121028916,40.80253093,20.84996459,35.07314509,1.230235546,0.628646483,1.057489053
266.png,-43.3071386,-23.014029,11.45731917,-43.30694904,-23.01432708,11.45724444,-50.21040129,67.21040129,116.006887,0.142324362,0.116006887,38.30548312,19.92360781,32.71635506,2.484706298,1.292355813,2.122164423
267.png,-43.30709836,-23.01408924,11.45758583,-43.30690812,-23.01438344,11.45754444,-50.25032618,67.25032618,58.015816,0.092220381,0.058015816,37.97156639,19.99095863,32.28314463,0.323395726,0.170258728,0.274948652
268.png,-43.307071,-23.014131,11.45785667,-43.3068624,-23.01444596,11.45784444,-51.74230389,68.74230389,87.651464,0.135882029,0.087651464,40.91316914,21.87067898,34.5768826,2.952177001,1.578125499,2.494968728
269.png,-43.30702888,-23.01419356,11.45812778,-43.3068336,-23.01448484,11.45804444,-51.6649399,68.6649399,108.915824,0.191355825,0.108915824,37.96433585,20.50259122,31.95206645,2.942808622,1.589260047,2.476767063
270.png,-43.3069866,-23.01425544,11.45839861,-43.30679136,-23.01454228,11.45834444,-53.25926974,70.25926974,110.217462,0.178272143,0.110217462,37.54524877,20.49617414,31.45715421,4.260915862,2.326059258,3.569993321
271.png,-43.30691076,-23.01435876,11.45892778,-43.3067184,-23.01464236,11.45884444,-49.94714617,66.94714617,93.227064,0.1179279,0.093227064,37.08432717,20.20127615,31.09912802,6.454072896,3.515784667,5.412422296
272.png,-43.30686628,-23.0144224,11.45920306,-43.30667796,-23.01469792,11.45914444,-52.9302716,69.9302716,92.725917,0.185133646,0.092725917,36.10649646,19.78567389,30.20275146,0.974967337,0.534263572,0.81555119
273.png,-43.30683532,-23.0144656,11.45946972,-43.306637,-23.014754,11.45944444,-52.36141836,69.36141836,62.049635,0.08366806,0.062049635,37.86011527,20.81049452,31.62770378,1.75559521,0.96499454,1.466594723
274.png,-43.30679014,-23.0145283,11.45973639,-43.30661612,-23.0147828,11.45964444,-49.68525288,66.68525288,111.341251,0.167262906,0.111341251,33.35554029,18.31863489,27.87507281,4.505467294,2.474371862,3.765198458
275.png,-43.30674532,-23.0145904,11.4600075,-43.3065816,-23.01483,11.45994444,-50.05972814,67.05972814,119.159492,0.1231218,0.119159492,31.39657007,17.2619963,26.22533309,1.958495358,1.076790858,1.635917331
276.png,-43.30671768,-23.01462956,11.46027528,-43.30654596,-23.0148786,11.46024444,-49.57544029,66.57544029,148.019358,0.186266444,0.148019358,32.7187506,18.0813671,27.26867809,1.32475289,0.73209835,1.104084338
277.png,-43.30667736,-23.014685,11.46053833,-43.306524,-23.014908,11.46044444,-49.12775665,66.12775665,98.02016,0.168166367,0.09802016,29.2753266,16.19799202,24.3858525,3.442966396,1.904987875,2.867932845
278.png,-43.306639,-23.014735,11.46080944,-43.3064967,-23.01494508,11.46074444,-49.74244961,66.74244961,65.484347,0.104356081,0.065484347,27.46011814,15.06532064,22.95853224,1.82211737,0.999660026,1.523414435
279.png,-43.30661484,-23.01476584,11.46107611,-43.3064724,-23.01497856,11.46104444,-50.01511628,67.01511628,99.904145,0.160448029,0.099904145,27.71581127,15.0814172,23.25332341,0.247973672,0.134933607,0.208047743
280.png,-43.3065822,-23.0148088,11.46134333,-43.30646012,-23.01499544,11.46124444,-49.56783503,66.56783503,210.399578,0.241715312,0.210399578,24.16267008,12.99494722,20.37071359,3.56265152,1.916032802,3.003548594
281.png,-43.30655468,-23.01484644,11.46161417,-43.30644464,-23.01501668,11.46154444,-50.056788,67.056788,230.898538,0.301685115,0.230898538,21.97009908,11.76028935,18.55750112,2.195885832,1.175427233,1.854800638
282.png,-43.30653104,-23.01487904,11.46188083,-43.30642916,-23.01503792,11.46184444,-48.29630988,65.29630988,137.083832,0.190493441,0.137083832,20.46116743,10.92321032,17.30152735,1.51074683,0.806513383,1.27745534
283.png,-43.30651688,-23.01489752,11.46215611,-43.3064132,-23.01505976,11.46214444,-47.69233212,64.69233212,190.922068,0.285382514,0.190922068,20.87535145,11.10861202,17.67424785,0.410976034,0.218696836,0.347955449
284.png,-43.30649748,-23.01492232,11.46243167,-43.3064024,-23.01507452,11.46234444,-47.38458144,64.38458144,124.220853,0.123599494,0.124220853,19.47047933,10.22810445,16.56760226,1.41664423,0.744182252,1.205435047
285.png,-43.30647976,-23.0149448,11.4627025,-43.30637684,-23.01509293,11.46264444,-47.88104152,64.88104152,145.436842,0.158102008,0.145436842,19.50438414,11.01821138,16.09409887,0.238161471,0.134539671,0.196519625
286.png,-43.30645284,-23.01497948,11.46324083,-43.30631744,-23.01511693,11.46314444,-47.90131946,64.90131946,154.087986,0.165866021,0.154087986,20.59994457,14.28987031,14.83769938,0.957357583,0.664104491,0.689564186
287.png,-43.30643772,-23.01499628,11.4635125,-43.3062828,-23.0151258,11.46344444,-50.50149508,67.50149508,129.475448,0.125826635,0.129475448,21.39966543,13.92266001,16.25131437,1.262802332,0.821581421,0.958996193
288.png,-43.30641284,-23.01502052,11.46405472,-43.30620544,-23.015125,11.46404444,-48.1533209,65.1533209,104.078277,0.196549224,0.104078277,24.2053694,11.07843924,21.52134038,2.113948065,0.967522735,1.879541481
289.png,-43.3063992,-23.0150312,11.46432556,-43.30616872,-23.015125,11.46424444,-50.37213224,67.37213224,99.811362,0.122035711,0.099811362,25.80950891,9.876823767,23.84489678,1.93281403,0.739652336,1.785688802
290.png,-43.3063872,-23.01503936,11.46459222,-43.30611832,-23.01512518,11.46454444,-51.9388738,68.9388738,102.560255,0.117852292,0.102560255,29.15573854,8.977918367,27.73903516,3.640212262,1.120929538,3.463331097
291.png,-43.3063798,-23.0150444,11.46486333,-43.30607728,-23.01512572,11.46484444,-52.53877976,69.53877976,63.904388,0.107871692,0.063904388,32.29282687,8.472026433,31.16169821,3.265684742,0.856752726,3.151296812
292.png,-43.3063614,-23.01505448,11.46523833,-43.3060339,-23.01512626,11.46514444,-53.07766136,70.07766136,66.751881,0.097463139,0.066751881,34.50066574,7.409150726,33.69570332,2.255553745,0.484388846,2.20292763
293.png,-43.306316,-23.0150714,11.46578028,-43.30593496,-23.015127,11.46574444,-54.56296437,71.56296437,59.563219,0.10934229,0.059563219,39.54317362,5.609948019,39.14321222,2.562860928,0.363590356,2.536938744
294.png,-43.30629644,-23.01507664,11.46604694,-43.30587924,-23.015127,11.46604444,-49.25510814,66.25510814,73.271493,0.132377169,0.073271493,43.12974645,5.027723574,42.83569801,3.624517162,0.422517447,3.599806059
295.png,-43.3062656,-23.015083,11.46631806,-43.30584996,-23.01512724,11.46624444,-52.27978293,69.27978293,116.707997,0.207395528,0.116707997,42.88847755,4.349051739,42.66740273,0.237309291,0.024064048,0.236086046
296.png,-43.30623156,-23.01508772,11.46658889,-43.30581162,-23.01512778,11.46654444,-51.00078007,68.00078007,80.306402,0.128887287,0.080306402,43.27651682,3.885499645,43.10173779,0.006595385,0.000592154,0.006568748
297.png,-43.306205,-23.0150902,11.46685556,-43.30576912,-23.01508832,11.46684444,-48.2309642,65.2309642,148.681269,0.141011869,0.148681269,44.68303924,0.761918291,44.6765428,3.434195662,0.058558606,3.433696367
298.png,-43.30610472,-23.01509428,11.46739056,-43.3057468,-23.01503432,11.46734444,-51.62074064,68.62074064,145.599694,0.197294925,0.145599694,37.28681856,7.071217826,36.61017232,1.943394035,0.368552831,1.908127141
299.png,-43.30606836,-23.01509464,11.46766167,-43.30574257,-23.01501563,11.46764444,-51.75569059,68.75569059,84.215419,0.141506983,0.084215419,34.52430774,9.182928682,33.28064972,1.61277463,0.428972958,1.554678169
300.png,-43.30601508,-23.01509428,11.46793694,-43.30574059,-23.01500681,11.46784444,-49.05603328,66.05603328,50.57864,0.085959997,0.05057864,29.75898842,10.11384727,27.98763093,4.46430864,1.517233554,4.198577614
301.png,-43.30596564,-23.01509124,11.46819944,-43.30573762,-23.01499358,11.46814444,-52.68414049,69.68414049,75.449813,0.107993781,0.075449813,25.75542848,11.22963442,23.17838232,3.582874887,1.562170677,3.22437827
302.png,-43.30593444,-23.01508804,11.46847083,-43.30573465,-23.01498035,11.46844444,-55.68088654,72.68088654,93.179468,0.138494018,0.093179468,23.69999916,12.32460292,20.24337232,1.72147553,0.895211101,1.470399634
303.png,-43.3058904,-23.01508084,11.46874194,-43.3057326,-23.01497112,11.46864444,-50.52775415,67.52775415,95.704279,0.154266532,0.095704279,20.23153085,12.52268882,15.8901575,3.540916091,2.191717011,2.781090308
304.png,-43.30584816,-23.01506984,11.46901278,-43.305729,-23.0149542,11.46894444,-52.13926498,69.13926498,88.010758,0.14236431,0.088010758,17.69794894,11.86492636,13.13167618,2.588377964,1.735280965,1.920546916
305.png,-43.305811,-23.0150546,11.46927944,-43.3057254,-23.01493728,11.46924444,-52.57878253,69.57878253,46.933446,0.100066115,0.046933446,15.67817822,8.367265128,13.2587385,2.256667963,1.204357986,1.908421372
306.png,-43.30579012,-23.01504272,11.46954611,-43.30572102,-23.01491664,11.46954444,-52.00110254,69.00110254,28.059208,0.107385768,0.028059208,15.65667258,6.639381226,14.1792106,0.182999835,0.077603058,0.165730821
307.png,-43.305765,-23.0150212,11.46982167,-43.30571706,-23.01489792,11.46974444,-54.30632361,71.30632361,39.627955,0.074967077,0.039627955,14.51010891,4.441215419,13.81372022,1.396166584,0.427334943,1.329159876
308.png,-43.30574424,-23.01499332,11.47008861,-43.30571096,-23.01486904,11.47004444,-54.51149648,71.51149648,18.729868,0.083033647,0.018729868,14.17981068,2.91997624,13.87590609,0.491070984,0.101123748,0.48054625
309.png,-43.305732,-23.014971,11.47036389,-43.30570394,-23.01483556,11.47034444,-53.90084767,70.90084767,41.774181,0.090437873,0.041774181,15.27252317,2.377222515,15.0863772,1.004865415,0.156410873,0.992617822
310.png,-43.30571932,-23.01493188,11.47062611,-43.30569926,-23.01481324,11.47054444,-52.19352845,69.19352845,31.3776,0.087234126,0.0313776,13.29864514,1.553737635,13.20756835,2.005172973,0.234272941,1.991440393
311.png,-43.30571014,-23.01488976,11.47090139,-43.3056846,-23.01474204,11.47084444,-53.10903019,70.10903019,62.7862,0.140889917,0.0627862,16.56731642,2.115179776,16.43173722,0.745064966,0.095123815,0.738967701
312.png,-43.30570402,-23.01486168,11.47116806,-43.3056738,-23.01468912,11.47114444,-52.91066272,69.91066272,153.646466,0.172849695,0.153646466,19.3594907,2.594777544,19.18481196,2.79188946,0.37420055,2.766698521
313.png,-43.30569628,-23.0148186,11.47144028,-43.3056666,-23.01465384,11.47134444,-51.6059161,68.6059161,36.405644,0.093480023,0.036405644,18.49814776,2.539996958,18.32293333,0.860228416,0.118118721,0.852080334
314.png,-43.30568656,-23.01477212,11.47170694,-43.30565488,-23.01459816,11.47164444,-54.54074429,71.54074429,46.055441,0.146290258,0.046055441,19.53687116,2.745090333,19.34305596,1.03924708,0.146022722,1.028937246
315.png,-43.3056748,-23.01472136,11.47197917,-43.305641,-23.014532,11.47194444,-53.8590675,70.8590675,82.570033,0.134497224,0.082570033,21.25484271,2.961902479,21.04745762,1.714527194,0.238922603,1.697798424
316.png,-43.3056676,-23.01468752,11.47224583,-43.30562932,-23.01447464,11.47224444,-54.45978759,71.45978759,100.642205,0.111307177,0.100642205,23.89958702,3.421075695,23.65346699,0.587502323,0.084097266,0.581452173
317.png,-43.30565772,-23.01463676,11.47251667,-43.3056232,-23.0144444,11.47244444,-52.4309681,69.4309681,117.250571,0.187394089,0.117250571,21.59467136,3.035773886,21.38022236,2.304724927,0.323997695,2.281837524
318.png,-43.30565,-23.014584,11.47278389,-43.30561402,-23.01439904,11.47274444,-53.55556611,70.55556611,108.461517,0.194158526,0.108461517,20.81267777,3.186992319,20.56722237,0.785471751,0.120277288,0.776208249
319.png,-43.30564424,-23.014548,11.47306361,-43.30560244,-23.01434696,11.47304444,-50.42451326,67.42451326,109.672424,0.111858038,0.109672424,22.67261608,3.784835955,22.35447464,1.858174788,0.310192998,1.832100938
320.png,-43.3056348,-23.0144948,11.47333528,-43.30559452,-23.01430692,11.47324444,-50.5783073,67.5783073,186.414899,0.252664773,0.186414899,21.2123919,3.629853628,20.89951513,1.462624145,0.250283494,1.441050854
321.png,-43.30562508,-23.01444188,11.47360194,-43.30558264,-23.01424796,11.47354444,-48.60370431,65.60370431,189.919476,0.22859362,0.189919476,21.91176683,3.851705773,21.57057923,0.697394776,0.122589817,0.686535658
322.png,-43.3055965,-23.01432592,11.47442361,-43.30555848,-23.01413404,11.47434444,-52.31656956,69.31656956,99.780237,0.177087278,0.099780237,21.60407214,3.396417326,21.33542319,0.10502615,0.016511361,0.103720138
323.png,-43.305583,-23.01429028,11.47468583,-43.30555254,-23.01410542,11.47464444,-51.74083763,68.74083763,44.106691,0.094291628,0.044106691,20.70893488,2.618316494,20.54274574,0.955050448,0.120750988,0.947386172
324.png,-43.30556916,-23.014241,11.47522778,-43.30554416,-23.0140638,11.47514444,-52.90138745,69.90138745,56.549802,0.122264711,0.056549802,19.7905112,2.05671697,19.68334953,0.475165466,0.049381285,0.47259254
325.png,-43.30556196,-23.01421472,11.47549889,-43.3055384,-23.0140356,11.47544444,-50.27059955,67.27059955,101.683176,0.145610471,0.101683176,19.98299063,1.9083627,19.89165821,0.175826013,0.016791271,0.175022399
326.png,-43.30554884,-23.01416844,11.47604083,-43.305527,-23.0139806,11.47594444,-51.19132588,68.19132588,111.082759,0.137974472,0.111082759,20.92232468,1.730910781,20.85060234,0.451626994,0.037363249,0.450078803
327.png,-43.3055402,-23.014137,11.47630806,-43.3055189,-23.01394172,11.47624444,-51.91906068,68.91906068,88.697441,0.104655187,0.088697441,21.73607877,1.675041714,21.67144101,0.792383747,0.06106326,0.790027392
328.png,-43.30553292,-23.01410528,11.47658333,-43.30551024,-23.0139006,11.47654444,-50.10064529,67.10064529,145.450697,0.209040953,0.145450697,22.78604824,1.816551922,22.71352314,1.048322979,0.083574523,1.0449863
329.png,-43.3055282,-23.0140836,11.47687167,-43.30550106,-23.0138574,11.47684444,-51.93245808,68.93245808,87.344932,0.125175592,0.087344932,25.20436438,2.2742202,25.10155187,2.426621815,0.218957013,2.416723249
330.png,-43.30552112,-23.01405012,11.47714278,-43.3054944,-23.01382608,11.47704444,-55.11291237,72.11291237,65.005033,0.10136518,0.065005033,24.96187145,2.231129676,24.86196063,0.243021124,0.021721594,0.242048423
331.png,-43.30551408,-23.01401496,11.4774225,-43.30548426,-23.01377796,11.47734444,-54.06622842,71.06622842,82.552066,0.092850216,0.082552066,26.42379525,2.549293633,26.3005334,1.469362733,0.141759994,1.462508442
332.png,-43.30550588,-23.01397408,11.47768972,-43.30547508,-23.01373368,11.47764444,-52.27207947,69.27207947,97.498482,0.142424743,0.097498482,26.80947851,2.649899181,26.67819657,0.388633274,0.038413242,0.386730196
333.png,-43.30550012,-23.01394492,11.47796056,-43.3054632,-23.0136756,11.47794444,-54.1228254,71.1228254,76.634659,0.108407463,0.076634659,30.06480376,3.277795232,29.88558989,3.263461823,0.355796755,3.244008591
334.png,-43.30549104,-23.01389832,11.47825333,-43.30544984,-23.01361124,11.47824444,-50.91185496,67.91185496,33.007778,0.088303333,0.033007778,32.07175603,3.716966391,31.85563836,2.013935218,0.233405664,2.000364182
335.png,-43.3054662,-23.0137882,11.47879778,-43.30543712,-23.01354786,11.47874444,-55.0327607,72.0327607,78.669481,0.110976394,0.078669481,26.78268176,2.473097613,26.6682551,2.659551581,0.245581482,2.648188881
336.png,-43.3054436,-23.0136954,11.47934028,-43.30542461,-23.01349189,11.47924444,-52.82975397,69.82975397,43.929046,0.114864224,0.043929046,22.62147033,1.437283555,22.57576435,2.102667074,0.133595596,2.0984187
337.png,-43.30543364,-23.01364536,11.47961556,-43.30541669,-23.01345805,11.47954444,-52.45716148,69.45716148,78.552414,0.111969816,0.078552414,20.81614314,1.228121232,20.7798829,1.800391762,0.106220414,1.797255608
338.png,-43.30542608,-23.01360172,11.47989111,-43.30540826,-23.01342238,11.47984444,-51.41490301,68.41490301,73.882131,0.145565881,0.073882131,19.94469916,1.317856723,19.90111249,0.85095341,0.056227204,0.849093757
339.png,-43.30542048,-23.0135752,11.48016194,-43.30539908,-23.01338404,11.48014444,-56.0867849,73.0867849,62.364274,0.104317964,0.062364274,21.28322363,1.685509464,21.2163773,1.35645498,0.107423469,1.352194628
340.png,-43.30541148,-23.01353848,11.48043361,-43.30539272,-23.013358,11.48034444,-52.46177301,69.46177301,44.367579,0.100677554,0.044367579,20.07942008,1.414475103,20.02953746,1.213312613,0.08547062,1.210298422
341.png,-43.30539636,-23.01346958,11.48098,-43.3053722,-23.0132762,11.48094444,-54.08650949,71.08650949,55.607394,0.099255933,0.055607394,21.55845059,1.969287637,21.46831847,0.756894148,0.069139583,0.753729705
342.png,-43.30539132,-23.01344546,11.48125083,-43.30536194,-23.01323354,11.48124444,-50.22578726,67.22578726,69.236303,0.143238265,0.069236303,23.66137715,2.505261915,23.52837502,2.119351418,0.224396507,2.107438407
343.png,-43.30538344,-23.01340752,11.48152194,-43.3053553,-23.0132059,11.48144444,-52.13708722,69.13708722,85.574028,0.146309491,0.085574028,22.51381818,2.378289567,22.38784821,1.142843157,0.120726388,1.136448688
344.png,-43.30536792,-23.01333532,11.48206944,-43.30533784,-23.01313282,11.48204444,-55.16693825,72.16693825,160.561562,0.194674392,0.160561562,22.63670552,2.577859696,22.48944366,0.068131028,0.007758736,0.067687806
345.png,-43.3053584,-23.013294,11.48234028,-43.30533352,-23.01311446,11.48224444,-51.2946139,68.2946139,30.605781,0.086174394,0.030605781,20.04592979,2.044213558,19.94142653,2.597928172,0.264927596,2.584384676
346.png,-43.30535004,-23.0132576,11.48261417,-43.30532731,-23.01308812,11.48254444,-53.22927201,70.22927201,98.611214,0.132349898,0.098611214,18.91301128,1.823581498,18.82489166,1.135521135,0.109486284,1.130230508
347.png,-43.30534284,-23.01322772,11.48288528,-43.30532263,-23.01306868,11.48284444,-52.87618374,69.87618374,103.144802,0.169058776,0.103144802,17.73418902,1.564862362,17.66501248,1.184678172,0.104535836,1.180057046
348.png,-43.30533852,-23.0132114,11.48315611,-43.30531795,-23.01304924,11.48314444,-51.02671673,68.02671673,169.887743,0.259396369,0.169887743,18.0816567,1.601711611,18.01057547,0.005653525,0.000500801,0.0056313
349.png,-43.3053322,-23.01319028,11.48342722,-43.30531487,-23.01303647,11.48334444,-47.53165894,64.53165894,93.250869,0.125212146,0.093250869,17.12595745,1.268718447,17.07889844,0.977969237,0.072449533,0.975281956
350.png,-43.30532704,-23.0131724,11.4837025,-43.30531136,-23.01302216,11.48364444,-48.44584142,65.44584142,103.957396,0.140236645,0.103957396,16.71567155,1.099107232,16.67949756,0.424457644,0.027909406,0.423539085
351.png,-43.30532336,-23.01315908,11.48397833,-43.30530785,-23.01300785,11.48394444,-49.61016574,66.61016574,83.823406,0.106463014,0.083823406,16.82314751,1.081558344,16.78834488,0.102497518,0.006589554,0.102285478
352.png,-43.30532192,-23.01315476,11.48425361,-43.30530434,-23.01299354,11.48424444,-50.07143024,67.07143024,110.044514,0.148821565,0.110044514,17.94490233,1.294021759,17.89818503,1.124413345,0.081082377,1.121486076
353.png,-43.30531996,-23.01314904,11.48452472,-43.305302,-23.012984,11.48444444,-48.07874556,65.07874556,104.447807,0.124723957,0.104447807,18.3697189,1.332918342,18.32129638,0.418831221,0.030390657,0.417727184
354.png,-43.3053196,-23.0131494,11.4848,-43.30529606,-23.0129597,11.48474444,-45.46568431,62.46568431,83.352746,0.106154805,0.083352746,21.14631465,1.905705323,21.06026853,1.325231393,0.119429818,1.319838916
355.png,-43.305319,-23.01315,11.48534639,-43.30528294,-23.01290552,11.48534444,-48.05443719,65.05443719,138.908155,0.163245776,0.138908155,27.32592994,3.190550763,27.13902786,3.029234993,0.353690727,3.008515832
356.png,-43.30532,-23.01315004,11.48562167,-43.30527826,-23.01288608,11.48554444,-48.01418192,65.01418192,127.937762,0.150148211,0.127937762,29.54354046,3.773594787,29.30154886,2.1030676,0.268624708,2.08584134
357.png,-43.30532,-23.01315058,11.48589278,-43.30527176,-23.01286056,11.48584444,-48.5464734,65.5464734,120.410865,0.13880382,0.120410865,32.4965075,4.44052109,32.19168793,1.392038312,0.19021661,1.378980893
358.png,-43.30532,-23.01315094,11.48617333,-43.30526548,-23.01283584,11.48614444,-49.08617578,66.08617578,138.958933,0.148527461,0.138958933,35.34023746,5.084804766,34.97251985,2.772406466,0.398897875,2.743559385
359.png,-43.30531904,-23.01314812,11.48645278,-43.3052608,-23.0128164,11.48644444,-51.53639673,68.53639673,109.004315,0.163566871,0.109004315,37.21805062,5.466331428,36.81443348,1.87823832,0.275862733,1.857869462
360.png,-43.30531472,-23.01313296,11.48671944,-43.30525768,-23.01280344,11.48664444,-52.98913778,69.98913778,108.419651,0.138784617,0.108419651,36.95792682,5.343101998,36.56965431,0.265857179,0.038435652,0.263064137
361.png,-43.30530716,-23.01310452,11.486995,-43.305253,-23.012784,11.48694444,-52.01147391,69.01147391,105.654102,0.136863568,0.105654102,35.92732114,5.047528849,35.57098336,1.037837082,0.145808606,1.027543507
362.png,-43.30529548,-23.0130514,11.48754167,-43.3052431,-23.0127435,11.48744444,-52.74298142,69.74298142,62.244428,0.105588031,0.062244428,34.51833848,4.865196771,34.17375531,0.702409665,0.099001325,0.695397782
363.png,-43.3052582,-23.01289392,11.48863889,-43.30521592,-23.01262112,11.48854444,-55.42844201,72.42844201,69.58229,0.121231279,0.06958229,30.52033861,3.828663642,30.27924047,1.004372186,0.125994777,0.996438058
364.png,-43.30524836,-23.0128506,11.48891417,-43.30520854,-23.01258428,11.48884444,-56.77541921,73.77541921,50.773362,0.123895199,0.050773362,29.77454307,3.576069363,29.5590112,0.752972004,0.090435649,0.747521393
365.png,-43.30523868,-23.0128074,11.489185,-43.30520152,-23.01254864,11.48914444,-58.09284699,75.09284699,41.410288,0.109359135,0.041410288,28.90825517,3.302956595,28.71894313,0.873986368,0.09985864,0.868262877
366.png,-43.30523292,-23.0127786,11.48946472,-43.3051945,-23.012513,11.48944444,-53.47446663,70.47446663,44.677954,0.117143112,0.044677954,29.67617414,3.43217603,29.47703308,0.768361733,0.088864309,0.763205665
367.png,-43.30522512,-23.01273456,11.48974444,-43.30518982,-23.01248924,11.48964444,-50.64986936,67.64986936,26.425038,0.124196457,0.026425038,27.40770754,3.112366103,27.230417,2.267624027,0.257506986,2.252955587
368.png,-43.30521664,-23.0126912,11.49001556,-43.3051832,-23.012456,11.48994444,-51.71154941,68.71154941,91.669702,0.168853469,0.091669702,26.2716448,2.921611426,26.10868644,1.136752503,0.126415728,1.129701429
369.png,-43.30520468,-23.01262264,11.49056611,-43.30516976,-23.01239072,11.49054444,-51.15574975,68.15574975,84.925182,0.188957423,0.084925182,25.93206099,3.074007962,25.74921867,0.16573908,0.019646848,0.164570484
370.png,-43.3051974,-23.0125816,11.49084139,-43.30516508,-23.01236876,11.49074444,-48.03626083,65.03626083,70.485829,0.098518951,0.070485829,23.80251431,2.807696225,23.63633917,2.126992792,0.250895748,2.112143381
371.png,-43.3051862,-23.0125005,11.49139222,-43.30515288,-23.01231024,11.49134444,-45.15187502,62.15187502,189.923129,0.178847068,0.189923129,21.34525941,2.912421473,21.1456355,1.227060125,0.167424353,1.215584484
